,HIGH.gnomad_001,HIGH.gnomad_001_01,HIGH.gnomad_01_1,MODERATE.gnomad_001,MODERATE.gnomad_001_01,MODERATE.gnomad_01_1,LOW.gnomad_001,LOW.gnomad_001_01,LOW.gnomad_01_1,MODIFIER.gnomad_001,MODIFIER.gnomad_001_01,MODIFIER.gnomad_01_1
SOX5,0,0,0,1,5,1,0,2,1,0,0,27
SOX6,0,0,0,0,1,0,2,1,16,0,0,1
SOX7,0,0,0,0,1,1,0,2,1,0,0,0
SOX8,0,0,0,0,2,1,10,0,13,1,1,9
SOX9,0,0,0,2,138,0,0,134,0,0,0,0
SP110,0,0,0,0,1,1,1,1,10,0,0,0
SP7,0,0,0,0,3,1,2,0,1,0,0,0
SP8,0,0,0,0,0,6,2,0,1,0,0,0
SPAG1,0,0,0,0,2,7,0,0,4,0,0,1
SPAG17,0,0,0,2,4,4,2,2,2,0,0,1
SPANXN1,0,0,0,0,0,2,0,0,1,2,0,0
SPATA13,0,0,0,1,1,21,3,3,12,0,0,1
SPATA16,0,0,0,0,0,6,0,4,0,0,0,0
SPATA5L1,0,0,0,0,1,5,2,0,0,0,0,0
SPATA7,0,0,0,0,8,0,0,1,3,0,0,1
SPECC1,0,0,0,1,2,7,0,3,12,0,0,0
SPECC1L,0,0,0,2,2,18,0,5,3,0,0,1
SPEF2,0,0,0,5,2,8,2,0,8,0,0,0
SPEG,0,0,0,5,4,19,4,5,13,0,0,0
SPERT,0,0,0,0,0,4,0,0,2,0,0,0
SPG20,0,0,0,1,0,3,0,1,1,0,0,0
SPG21,0,0,0,0,0,1,1,2,1,0,1,1
SPI1,0,0,0,0,0,0,0,2,0,0,0,0
SPINK5,0,0,0,0,2,10,0,1,1,0,0,0
SPINT2,0,0,0,1,1,2,0,1,6,0,0,0
SPO11,0,0,0,3,0,0,1,0,8,0,0,0
SPOCK1,0,0,0,0,1,3,0,1,3,0,0,0
SPOP,0,0,0,0,0,0,1,0,1,0,0,0
SPP2,0,0,0,0,0,0,1,1,4,0,0,0
SPRED1,0,0,0,0,0,0,0,0,2,0,0,1
SPRR3,0,0,0,0,0,0,0,98,86,0,0,0
SPRY4,0,0,0,1,1,11,0,2,0,0,0,0
SPSB1,0,0,0,0,0,0,1,0,0,0,0,0
SPTAN1,0,0,0,1,2,4,5,9,5,0,0,0
SPTB,0,0,0,7,12,45,3,8,13,0,0,1
SPTBN1,0,0,0,6,1,12,2,11,7,1,0,0
SPTBN2,0,0,0,5,8,16,7,9,12,1,0,2
SRC,0,0,0,0,0,0,0,0,3,0,0,0
SRCAP,0,0,0,7,14,31,0,9,11,0,0,1
SRD5A2,0,0,0,0,0,3,0,3,6,0,2,0
SREBF1,0,0,0,0,4,19,0,1,3,1,0,8
SREBF2,0,0,0,5,5,9,2,0,1,0,0,0
SRGAP2,0,0,0,2,0,7,0,1,0,0,1,0
SRGAP3,0,0,0,3,0,7,3,0,5,0,0,0
SRP72,0,0,0,1,0,3,1,2,4,0,0,0
SRPX,0,0,0,2,4,4,0,0,11,0,0,0
SRPX2,0,0,0,0,0,4,0,0,1,1,0,0
SRR,0,0,0,0,0,0,0,2,1,0,0,0
SS18L1,0,0,0,1,1,0,0,1,15,1,0,0
SSBP1,0,0,0,0,0,0,0,3,0,0,0,0
SSH1,0,0,0,4,1,14,2,0,6,1,0,0
SSPN,0,0,0,2,0,0,0,0,1,0,0,0
SSTR2,0,0,0,0,0,0,0,2,0,0,0,0
SSTR5,0,0,0,0,0,2,0,10,2,1,0,0
SSX7,0,0,0,0,0,0,0,1,1,0,0,0
ST14,0,0,0,5,1,5,2,2,13,0,0,0
ST3GAL1,0,0,0,0,0,8,1,2,1,1,0,0
ST3GAL2,0,0,0,0,1,0,0,2,0,0,0,0
ST3GAL3,0,0,0,1,0,1,0,0,3,0,3,0
ST3GAL6,0,0,0,0,0,0,1,2,0,0,0,0
ST5,0,0,0,2,4,0,2,1,1,0,0,0
ST6GAL2,0,0,0,2,1,2,0,1,0,0,1,0
ST6GALNAC3,0,0,0,0,0,9,0,0,8,0,0,1
ST6GALNAC4,0,0,0,1,0,0,0,3,0,0,0,0
ST6GALNAC5,0,0,0,1,1,1,0,0,2,0,0,0
ST7,0,0,0,0,0,1,2,0,1,0,0,0
ST8SIA1,0,0,0,1,0,1,0,0,1,0,0,0
ST8SIA2,0,0,0,0,0,0,0,0,10,0,0,0
ST8SIA4,0,0,0,2,1,0,0,0,3,0,0,0
ST8SIA5,0,0,0,2,0,0,0,0,2,0,0,0
STAG1,0,0,0,0,2,0,0,3,1,0,0,0
STAG2,0,0,0,2,0,0,3,0,0,0,0,0
STAR,0,0,0,1,0,5,1,0,9,0,0,0
STAT1,0,0,0,0,0,2,0,2,14,0,0,0
STAT2,0,0,0,1,1,0,0,0,1,0,0,8
STAT3,0,0,0,0,0,0,0,0,3,0,0,1
STAT4,0,0,0,2,0,1,0,3,4,0,0,0
STAT5B,0,0,0,0,0,0,1,0,4,0,0,0
STAT6,0,0,0,1,1,1,0,2,2,0,0,0
STEAP4,0,0,0,0,0,0,0,0,6,0,0,1
STIL,0,0,0,1,2,24,0,1,8,0,0,0
STIM1,0,0,0,0,1,3,0,1,1,0,0,0
STIM2,0,0,0,1,6,4,0,1,0,2,0,0
STK11,0,0,0,1,0,1,2,6,0,0,1,0
STK19,0,0,0,0,0,1,1,0,0,0,0,0
STK3,0,0,0,1,4,2,1,0,0,0,0,0
STK33,0,0,0,3,2,7,1,9,1,0,0,0
STK35,0,0,0,1,2,0,0,0,7,0,0,0
STK36,0,0,0,1,1,9,1,3,4,0,0,0
STK39,0,0,0,0,0,0,2,0,0,0,0,0
STK4,0,0,0,0,0,2,0,2,0,0,0,0
STRA6,0,0,0,4,1,12,0,2,5,0,0,0
STRADA,0,0,0,1,1,0,0,0,1,0,0,0
STRC,0,0,0,0,2,6,0,0,3,0,0,0
STS,0,0,0,3,0,5,1,0,10,0,0,0
STT3B,0,0,0,1,0,0,1,0,0,1,0,0
STUB1,0,0,0,0,0,0,1,0,0,0,0,16
STX1A,0,0,0,2,0,0,0,1,0,0,0,0
STXBP1,0,0,0,0,0,0,0,1,11,0,0,2
STXBP2,0,0,0,2,1,3,1,0,3,0,0,2
STXBP3,0,0,0,0,0,0,0,1,0,0,0,0
STXBP5,0,0,0,1,1,27,2,1,0,0,0,0
STXBP5L,0,0,0,0,8,1,1,2,1,0,0,0
STYXL1,0,0,0,0,0,1,0,0,1,0,0,0
SUCLA2,0,0,0,2,2,2,0,6,3,0,0,0
SUCLG1,0,0,0,1,0,3,0,2,4,0,0,0
SUCO,0,0,0,2,3,13,3,2,5,0,0,0
SUFU,0,0,0,1,0,27,0,1,0,0,0,0
SULF1,0,0,0,2,2,11,1,1,12,0,0,0
SULT1A1,0,0,0,0,2,3,0,1,0,0,2,0
SULT2A1,0,0,0,0,1,8,1,1,2,0,0,0
SULT2B1,0,0,0,1,1,27,3,0,9,0,1,0
SULT4A1,0,0,0,0,2,0,0,0,2,0,0,0
SUMF1,0,0,0,3,4,10,0,0,1,0,0,2
SUN1,0,0,0,0,3,5,2,2,6,1,1,0
SUN2,0,0,0,1,3,0,5,1,2,1,0,5
SUOX,0,0,0,1,1,0,0,0,2,0,0,0
SUPT16H,0,0,0,0,1,7,0,0,4,0,0,2
SUPT5H,0,0,0,2,1,0,1,1,12,0,0,0
SUZ12,0,0,0,0,0,1,0,0,2,0,0,0
SV2B,0,0,0,1,2,1,1,3,5,0,0,0
SVIL,0,0,0,2,2,19,1,1,16,0,0,0
SYCE2,0,0,0,0,0,3,0,1,2,0,0,0
SYK,0,0,0,2,0,0,0,0,13,0,0,0
SYN1,0,0,0,2,0,0,0,1,5,0,0,0
SYN2,0,0,0,1,2,0,0,0,1,0,0,0
SYN3,0,0,0,0,9,12,0,5,2,0,0,0
SYNCRIP,0,0,0,0,0,10,1,2,5,0,0,0
SYNE1,0,0,0,19,13,69,6,7,27,1,4,3
SYNE2,0,0,0,12,13,65,7,5,17,2,0,2
SYNE4,0,0,0,0,1,5,1,0,5,0,0,1
SYNGAP1,0,0,0,0,0,0,2,0,3,0,0,0
SYNGR1,0,0,0,2,0,1,0,4,2,0,0,1
SYNJ1,0,0,0,2,1,8,0,1,6,0,0,0
SYNM,0,0,0,1,3,14,1,2,4,0,0,0
SYNPO,0,0,0,0,2,12,0,10,0,0,0,0
SYNPR,0,0,0,0,2,1,0,0,4,0,0,0
SYP,0,0,0,0,0,11,0,2,0,0,0,0
SYT11,0,0,0,1,0,2,1,1,0,0,0,0
SYT14,0,0,0,0,0,1,0,0,9,0,5,18
SYT17,0,0,0,1,0,1,0,2,16,0,0,0
SYT2,0,0,0,1,0,0,2,3,0,0,3,0
SYTL3,0,0,0,1,2,18,0,0,3,0,0,6
SYTL5,0,0,0,0,2,0,1,0,3,0,0,0
SZT2,0,0,0,5,6,15,1,7,7,0,0,1
T,0,0,0,2,1,0,0,1,1,0,0,0
TAAR1,0,0,0,0,3,0,0,0,3,0,0,0
TAAR6,0,0,0,0,0,11,0,1,0,0,4,0
TAAR9,0,0,0,1,0,9,0,0,2,0,0,0
TAB2,0,0,0,1,1,0,0,1,0,0,0,0
TACC3,0,0,0,2,2,7,0,4,2,0,0,3
TACO1,0,0,0,0,0,0,0,0,3,0,0,0
TACR3,0,0,0,0,2,5,0,1,2,0,0,0
TAF1,0,0,0,0,0,0,0,5,18,0,0,0
TAF15,0,0,0,1,0,6,0,2,2,1,0,0
TAF1C,0,0,0,3,3,17,2,5,1,0,0,0
TAF1L,0,0,0,1,7,30,0,0,5,0,0,0
TAF2,0,0,0,0,1,6,3,0,0,0,0,0
TAF4B,0,0,0,2,3,1,0,1,10,0,0,0
TAF6,0,0,0,1,2,0,2,0,0,0,0,0
TAF7L,0,0,0,2,3,0,1,0,0,0,0,0
TAL1,0,0,0,0,1,0,1,0,0,0,0,0
TALDO1,0,0,0,0,0,1,0,1,11,0,0,0
TANC1,0,0,0,0,1,6,1,2,2,0,0,0
TANC2,0,0,0,5,1,3,4,3,6,0,1,0
TAP2,0,0,0,1,1,0,0,0,1,0,0,0
TARDBP,0,0,0,0,0,0,0,0,0,0,0,0
TARS2,0,0,0,0,3,2,0,1,5,0,0,0
TAS1R2,0,0,0,3,3,10,0,3,7,0,0,0
TAS2R16,0,0,0,0,0,0,0,5,0,0,0,0
TAS2R46,0,0,0,1,38,31,0,30,0,0,0,0
TAS2R9,0,0,0,1,0,3,0,1,0,0,0,0
TAT,0,0,0,0,4,0,0,1,0,0,0,0
TAZ,0,0,0,0,0,0,0,0,9,0,2,0
TBC1D1,0,0,0,2,3,3,2,0,3,0,0,2
TBC1D20,0,0,0,4,0,0,0,0,1,0,0,0
TBC1D23,0,0,0,1,2,0,0,2,1,0,0,0
TBC1D24,0,0,0,0,2,3,0,1,17,0,0,3
TBC1D30,0,0,0,1,0,5,1,0,1,0,0,0
TBC1D4,0,0,0,2,4,5,2,2,1,0,0,0
TBC1D7-LOC100130357,0,0,0,2,0,1,0,0,1,2,0,0
TBC1D9,0,0,0,0,1,2,4,0,10,0,0,0
TBCK,0,0,0,2,3,8,0,3,1,0,0,0
TBL1X,0,0,0,2,0,1,3,2,1,0,0,0
TBL1XR1,0,0,0,0,0,0,2,0,28,0,0,1
TBL1Y,0,0,0,0,0,2,0,2,0,0,0,0
TBR1,0,0,0,2,0,0,1,0,0,0,0,0
TBX1,0,0,0,0,1,0,0,3,14,0,0,0
TBX10,0,0,0,0,3,7,0,1,0,0,0,0
TBX15,0,0,0,4,0,1,0,0,7,0,0,0
TBX18,0,0,0,0,1,2,0,0,6,0,0,0
TBX19,0,0,0,0,1,2,0,0,8,0,0,0
TBX2,0,0,0,3,0,2,3,0,8,0,0,0
TBX20,0,0,0,2,0,3,0,3,0,0,0,0
TBX21,0,0,0,0,0,2,0,0,2,0,0,0
TBX3,0,0,0,0,9,1,0,3,0,0,0,0
TBX4,0,0,0,0,1,4,1,2,5,0,0,1
TBX5,0,0,0,1,0,2,1,3,0,0,0,3
TBX6,0,0,0,1,2,5,0,11,11,0,0,0
TBXA2R,0,0,0,1,0,3,0,1,0,0,1,0
TBXAS1,0,0,0,2,8,4,1,0,17,0,0,1
TCAP,0,0,0,1,3,3,0,2,0,0,0,0
TCF12,0,0,0,2,0,0,1,1,0,0,0,0
TCF21,0,0,0,0,0,14,0,0,12,0,0,0
TCF3,0,0,0,4,1,7,6,4,15,1,0,0
TCF4,0,0,0,3,0,1,1,0,1,0,0,1
TCF7,0,0,0,0,0,3,1,2,3,0,0,0
TCF7L1,0,0,0,0,0,0,1,0,12,0,0,0
TCF7L2,0,0,0,0,0,3,5,1,0,0,0,0
TCL1A,0,0,0,1,1,0,0,0,4,0,0,0
TCN1,0,0,0,0,1,7,0,3,0,1,0,0
TCN2,0,0,0,1,0,2,1,1,7,0,0,0
TCOF1,0,0,0,0,5,13,1,0,6,0,0,0
TCTN1,0,0,0,1,1,3,0,2,1,0,2,11
TCTN2,0,0,0,5,0,2,1,4,5,0,0,0
TCTN3,0,0,0,0,0,5,1,0,2,0,0,0
TDO2,0,0,0,1,0,2,1,0,0,1,0,0
TDP2,0,0,0,1,1,25,2,1,1,0,0,0
TDRD7,0,0,0,0,3,1,0,3,6,2,0,1
TEAD1,0,0,0,0,1,0,2,0,9,0,0,1
TEC,0,0,0,1,1,0,0,1,0,0,0,1
TECPR2,0,0,0,0,3,7,5,5,13,0,0,0
TECR,0,0,0,0,0,0,2,2,2,1,5,6
TEK,0,0,0,1,13,0,2,0,3,1,0,0
TEKT2,0,0,0,0,1,3,0,0,3,0,0,0
TELO2,0,0,0,4,5,2,1,6,11,0,0,0
TENM1,0,0,0,4,4,7,0,0,1,0,0,0
TENM2,0,0,0,4,5,30,6,1,21,0,0,0
TENM3,0,0,0,3,5,16,3,1,21,0,0,0
TENM4,0,0,0,5,18,22,4,4,19,0,0,2
TEP1,0,0,0,4,6,34,9,1,3,0,0,0
TERT,0,0,0,3,5,2,0,1,31,0,0,0
TET1,0,0,0,0,0,27,1,3,8,0,0,0
TF,0,0,0,2,2,3,0,0,8,0,0,0
TFAM,0,0,0,0,0,0,0,0,3,0,0,0
TFAP2A,0,0,0,1,0,0,1,0,2,0,0,0
TFAP2B,0,0,0,1,0,1,1,7,0,0,0,0
TFB1M,0,0,0,0,0,2,0,0,4,0,0,0
TFCP2,0,0,0,0,0,1,1,3,0,0,1,0
TFDP1,0,0,0,0,1,6,0,1,9,0,1,0
TFE3,0,0,0,0,4,1,0,2,0,0,0,0
TFF1,0,0,0,0,0,0,2,0,8,0,0,0
TFG,0,0,0,1,0,0,0,0,9,0,0,0
TFPI,0,0,0,1,0,2,3,0,2,0,0,3
TFR2,0,0,0,2,0,16,0,9,8,0,0,6
TFRC,0,0,0,1,0,2,1,1,3,0,0,0
TG,0,0,0,3,7,39,9,4,37,0,1,10
TGDS,0,0,0,0,0,0,3,0,0,0,0,0
TGFB1,0,0,0,3,1,0,0,0,22,0,0,0
TGFB2,0,0,0,2,0,5,1,0,0,0,1,0
TGFB3,0,0,0,0,2,19,0,0,3,0,0,0
TGFBI,0,0,0,2,3,3,0,5,17,0,0,0
TGFBR1,0,0,0,1,2,4,1,0,2,0,1,0
TGFBR2,0,0,0,0,1,17,0,0,0,0,0,0
TGFBR3,0,0,0,1,0,12,2,0,0,4,3,28
TGFBRAP1,0,0,0,1,1,0,2,0,10,0,0,0
TGIF1,0,0,0,0,0,0,0,0,10,0,0,0
TGM1,0,0,0,3,0,20,0,2,3,0,0,3
TGM2,0,0,0,2,5,4,1,1,3,0,0,0
TGM5,0,0,0,4,3,9,0,1,8,0,0,0
TH,0,0,0,0,3,1,0,2,8,2,0,0
THADA,0,0,0,1,5,16,2,3,2,0,0,4
THBD,0,0,0,1,0,2,1,0,0,0,0,0
THBS1,0,0,0,0,3,2,0,1,5,0,0,1
THBS2,0,0,0,2,0,17,0,7,11,0,0,2
THBS4,0,0,0,6,7,6,3,0,1,0,0,0
THOC6,0,0,0,0,1,0,0,0,0,1,0,0
THRA,0,0,0,1,0,0,0,1,2,0,0,0
THRB,0,0,0,0,0,1,0,0,0,0,0,0
THSD7A,0,0,0,2,3,7,1,2,4,0,0,0
THSD7B,0,0,0,1,2,8,0,0,1,0,3,0
TICAM1,0,0,0,0,5,17,4,0,0,0,0,0
TIMELESS,0,0,0,0,8,8,2,2,8,0,0,0
TIMM21,0,0,0,0,0,0,1,0,3,39,0,0
TIMM44,0,0,0,2,4,4,1,0,4,0,0,2
TIMP2,0,0,0,0,0,2,0,0,1,0,0,0
TIMP3,0,0,0,1,0,1,0,2,2,0,0,0
TINAG,0,0,0,0,0,7,2,0,0,0,0,1
TINF2,0,0,0,0,1,22,1,0,3,0,0,0
TIPARP,0,0,0,1,0,0,0,0,1,0,0,0
TJP1,0,0,0,5,3,8,2,2,6,0,0,0
TJP2,0,0,0,3,1,11,2,3,1,2,0,0
TLK1,0,0,0,0,0,0,0,0,1,1,0,10
TLL1,0,0,0,0,3,2,0,1,4,4,1,0
TLR10,0,0,0,2,1,18,0,0,2,0,0,0
TLR2,0,0,0,0,1,0,3,0,11,0,0,0
TLR4,0,0,0,1,3,8,0,0,9,0,0,0
TLR6,0,0,0,2,10,0,0,0,3,0,0,0
TLR7,0,0,0,0,0,15,0,2,1,0,0,0
TLR8,0,0,0,0,0,1,2,2,0,0,0,0
TLX1,0,0,0,0,1,1,0,2,0,0,0,0
TLX2,0,0,0,0,0,0,0,0,1,0,0,0
TLX3,0,0,0,0,1,0,0,0,1,0,0,0
TMC1,0,0,0,0,1,0,0,1,6,0,0,8
TMC6,0,0,0,1,2,4,0,3,3,0,0,12
TMCO1,0,0,0,0,0,0,0,0,2,1,5,60
TMEM126A,0,0,0,2,2,3,0,0,1,0,0,0
TMEM135,0,0,0,0,1,0,0,1,1,2,20,40
TMEM138,0,0,0,0,12,0,0,0,2,0,0,0
TMEM165,0,0,0,0,1,0,1,0,4,0,0,1
TMEM173,0,0,0,0,0,0,3,0,0,0,0,0
TMEM185A,0,0,0,0,0,0,0,0,13,0,0,0
TMEM187,0,0,0,0,0,0,0,1,6,0,0,0
TMEM189-UBE2V1,0,0,0,0,0,2,0,0,2,0,0,0
TMEM2,0,0,0,4,0,23,3,0,1,0,0,0
TMEM231,0,0,0,0,2,2,0,1,0,0,0,0
TMEM237,0,0,0,1,1,2,0,0,2,0,0,1
TMEM240,0,0,0,1,0,5,0,1,22,0,3,0
TMEM38B,0,0,0,1,0,16,0,0,8,0,0,0
TMEM39A,0,0,0,0,2,0,1,11,0,0,0,0
TMEM43,0,0,0,0,6,2,0,0,1,4,0,0
TMEM47,0,0,0,0,0,0,0,0,1,0,0,0
TMEM5,0,0,0,0,0,0,0,0,2,0,0,0
TMEM67,0,0,0,2,4,5,1,0,0,0,3,1
TMEM70,0,0,0,1,0,0,0,0,1,5,3,9
TMEM92,0,0,0,0,0,0,0,3,0,0,0,1
TMIE,0,0,0,0,1,5,2,0,0,0,0,0
TMIGD3,0,0,0,0,1,2,0,0,1,1,0,1
TMPO,0,0,0,0,4,11,1,1,0,1,0,1
TMPRSS11A,0,0,0,0,0,23,3,7,0,0,0,0
TMPRSS4,0,0,0,0,1,12,0,0,4,1,0,1
TMTC3,0,0,0,3,0,0,1,0,0,0,0,0
TNC,0,0,0,5,8,24,1,4,13,0,0,0
TNF,0,0,0,0,0,2,1,0,0,0,0,0
TNFAIP3,0,0,0,0,0,3,2,0,4,0,0,1
TNFRSF10A,0,0,0,1,10,0,1,1,1,0,0,0
TNFRSF11A,0,0,0,0,2,9,1,1,8,0,0,0
TNFRSF11B,0,0,0,1,1,0,0,0,11,0,0,0
TNFRSF1A,0,0,0,1,1,0,0,4,1,0,0,0
TNFRSF1B,0,0,0,0,2,1,0,3,0,0,0,0
TNFRSF25,0,0,0,0,1,1,2,0,0,0,0,0
TNFSF10,0,0,0,0,1,1,0,2,9,0,0,0
TNFSF11,0,0,0,0,0,11,1,0,1,0,0,0
TNFSF12,0,0,0,1,0,0,0,0,2,0,0,0
TNFSF12-TNFSF13,0,0,0,0,0,0,0,0,2,0,0,0
TNFSF13B,0,0,0,0,0,0,0,1,2,0,0,0
TNFSF14,0,0,0,0,0,2,0,0,6,0,0,0
TNFSF18,0,0,0,0,2,1,0,0,2,0,0,2
TNFSF8,0,0,0,1,1,0,0,5,1,0,0,22
TNK2,0,0,0,6,5,11,1,5,7,0,0,1
TNKS,0,0,0,3,1,2,1,2,24,0,0,0
TNKS2,0,0,0,1,0,1,1,2,11,0,0,0
TNNC1,0,0,0,0,1,0,0,0,2,0,1,0
TNNI3,0,0,0,0,0,0,0,1,0,0,0,0
TNNT1,0,0,0,2,0,0,1,0,1,1,0,0
TNNT2,0,0,0,0,0,0,1,0,0,0,0,0
TNNT3,0,0,0,2,0,0,0,0,5,0,0,0
TNP1,0,0,0,0,0,0,0,0,2,0,1,0
TNPO2,0,0,0,1,0,0,1,4,0,0,0,0
TNPO3,0,0,0,0,0,0,0,0,2,0,0,0
TNR,0,0,0,2,2,7,6,1,10,0,1,0
TNRC6B,0,0,0,1,3,4,2,0,8,0,0,0
TNS2,0,0,0,4,7,24,2,1,8,2,3,1
TNS3,0,0,0,12,1,20,1,6,10,0,0,0
TNXB,0,0,0,7,6,10,3,3,4,0,0,0
TOMM40,0,0,0,0,0,1,0,0,1,0,0,0
TOP1,0,0,0,0,0,0,0,0,9,0,0,0
TOP2A,0,0,0,0,0,4,2,0,15,0,0,0
TOP3B,0,0,0,3,3,5,0,0,5,0,0,0
TOPBP1,0,0,0,2,0,4,1,0,5,0,1,2
TOPORS,0,0,0,3,0,10,1,6,6,0,0,0
TOR1A,0,0,0,0,0,1,1,0,4,0,1,0
TOX3,0,0,0,0,1,16,1,0,23,1,1,0
TP53,0,0,0,1,1,0,0,5,1,0,0,0
TP53BP1,0,0,0,3,2,24,2,0,9,0,0,5
TP53RK,0,0,0,5,0,0,2,0,0,0,0,0
TP63,0,0,0,1,0,1,2,1,0,0,1,0
TP73,0,0,0,5,0,1,1,3,0,0,0,1
TPCN2,0,0,0,1,2,4,1,3,10,1,1,0
TPI1,0,0,0,0,0,3,1,1,0,0,4,17
TPM1,0,0,0,0,0,3,0,0,1,0,1,0
TPM2,0,0,0,0,0,0,1,2,0,0,1,0
TPM3,0,0,0,0,0,0,0,2,0,0,0,0
TPMT,0,0,0,0,1,0,0,1,1,0,0,0
TPP2,0,0,0,0,0,13,1,1,2,0,0,2
TPPP,0,0,0,0,0,3,0,1,0,0,0,0
TPRN,0,0,0,0,0,3,0,1,1,0,0,2
TPSB2,0,0,0,0,0,6,1,0,1,0,0,0
TRA2B,0,0,0,0,0,0,0,0,1,0,0,0
TRADD,0,0,0,0,0,6,0,5,0,0,0,1
TRAF3,0,0,0,0,0,0,3,0,1,0,0,0
TRAF3IP1,0,0,0,2,0,19,0,2,0,0,0,0
TRAF3IP2,0,0,0,0,0,0,0,0,2,0,0,0
TRAF6,0,0,0,1,0,0,0,1,0,0,0,0
TRAF7,0,0,0,0,1,2,0,0,16,0,0,0
TRAK1,0,0,0,5,0,14,0,1,4,0,2,3
TRAP1,0,0,0,1,7,9,0,1,4,0,0,2
TRAPPC10,0,0,0,3,19,9,1,2,8,0,0,0
TRAPPC11,0,0,0,1,0,2,2,2,1,0,1,2
TRAPPC2,0,0,0,0,0,0,0,3,0,0,0,0
TRAPPC9,0,0,0,0,4,3,1,1,21,1,1,1
TRDN,0,0,0,1,1,3,2,0,0,1,1,3
TREM2,0,0,0,0,1,13,0,0,2,0,0,0
TRERF1,0,0,0,3,3,1,2,1,0,1,0,0
TREX1,0,0,0,0,1,0,0,0,5,0,0,0
TREX2,0,0,0,0,1,7,0,2,0,0,0,0
TRHR,0,0,0,0,0,6,0,0,11,0,0,0
TRIB1,0,0,0,1,1,1,0,0,2,0,0,0
TRIB2,0,0,0,0,2,0,1,0,5,0,0,0
TRIB3,0,0,0,1,2,24,1,0,0,0,0,0
TRIM21,0,0,0,0,0,4,0,1,2,0,2,3
TRIM22,0,0,0,0,1,1,1,0,19,0,1,11
TRIM24,0,0,0,0,0,1,0,0,1,0,0,1
TRIM28,0,0,0,3,0,6,1,0,15,0,0,0
TRIM32,0,0,0,0,3,2,1,0,0,0,0,0
TRIM33,0,0,0,0,0,2,0,0,2,0,0,0
TRIM63,0,0,0,1,0,4,2,0,1,0,2,1
TRIO,0,0,0,6,9,7,3,3,9,1,0,0
TRIP11,0,0,0,4,4,14,0,4,11,0,0,2
TRIP12,0,0,0,0,2,1,0,3,3,0,0,0
TRIP13,0,0,0,3,0,0,0,0,2,0,0,0
TRMT1,0,0,0,2,1,10,0,1,23,0,0,1
TRMU,0,0,0,0,0,1,0,0,3,0,1,1
TROAP,0,0,0,30,9,18,0,0,3,0,0,0
TROVE2,0,0,0,2,0,14,0,2,0,0,0,0
TRPA1,0,0,0,6,1,16,3,1,7,1,0,0
TRPC3,0,0,0,1,6,0,0,0,4,0,0,0
TRPC4,0,0,0,0,0,1,1,0,5,0,0,0
TRPC5,0,0,0,0,0,0,0,1,2,0,0,0
TRPM2,0,0,0,4,7,35,4,5,18,0,0,3
TRPM3,0,0,0,2,4,13,1,2,14,0,0,10
TRPM6,0,0,0,2,1,39,2,1,6,4,0,0
TRPM7,0,0,0,1,3,16,0,0,4,0,1,0
TRPS1,0,0,0,1,4,3,2,1,5,0,0,0
TRPV3,0,0,0,1,1,4,1,2,4,0,0,0
TRPV4,0,0,0,5,2,19,6,2,6,0,1,0
TRPV5,0,0,0,1,2,9,2,0,0,0,0,2
TRRAP,0,0,0,3,3,1,6,9,9,0,0,0
TSC1,0,0,0,1,1,2,0,5,10,0,0,0
TSC2,0,0,0,3,17,76,0,9,25,1,0,2
TSEN2,0,0,0,0,0,0,2,0,4,0,0,2
TSEN34,0,0,0,1,0,1,1,0,0,0,0,0
TSFM,0,0,0,1,4,2,0,0,0,0,0,0
TSG101,0,0,0,1,0,0,1,0,0,1,0,0
TSHR,0,0,0,0,1,12,1,1,4,0,0,1
TSHZ1,0,0,0,2,3,15,0,5,5,0,0,0
TSPAN7,0,0,0,0,0,2,0,0,1,0,0,0
TSPYL1,0,0,0,0,0,0,0,1,0,0,0,0
TSSC4,0,0,0,0,1,5,2,0,0,0,0,0
TSSK2,0,0,0,0,2,6,0,1,2,0,0,0
TSSK3,0,0,0,1,0,0,0,1,4,0,0,0
TSSK4,0,0,0,0,0,1,1,1,0,0,0,0
TST,0,0,0,0,2,1,1,0,0,0,0,0
TTBK2,0,0,0,6,7,25,2,0,22,0,0,0
TTC37,0,0,0,1,2,6,1,0,2,0,1,1
TTC5,0,0,0,0,0,0,2,0,1,0,0,0
TTC7A,0,0,0,3,3,28,0,1,14,0,0,0
TTF2,0,0,0,3,4,7,0,0,2,0,0,0
TTLL1,0,0,0,3,0,0,2,1,1,0,0,0
TTLL5,0,0,0,2,3,13,0,0,5,0,0,0
TTPA,0,0,0,0,0,0,0,0,1,0,0,0
TTR,0,0,0,0,0,1,0,1,0,0,0,0
TUB,0,0,0,2,0,0,1,0,0,0,0,0
TUBA1A,0,0,0,0,0,0,1,0,3,0,0,0
TUBA4A,0,0,0,0,0,0,1,1,14,0,0,0
TUBA8,0,0,0,0,0,0,0,2,0,0,0,0
TUBB1,0,0,0,2,1,7,1,2,1,0,0,0
TUBB2A,0,0,0,0,0,0,0,0,1,0,0,0
TUBB2B,0,0,0,0,0,0,0,1,21,0,0,0
TUBB3,0,0,0,0,0,0,1,4,5,0,0,1
TUBB4A,0,0,0,0,0,0,1,2,9,0,0,0
TUBG1,0,0,0,0,0,2,1,1,1,0,0,0
TUBGCP4,0,0,0,2,4,0,2,3,3,0,0,0
TUBGCP5,0,0,0,1,0,10,1,1,8,0,0,1
