,HIGH.gnomad_001,HIGH.gnomad_001_01,HIGH.gnomad_01_1,MODERATE.gnomad_001,MODERATE.gnomad_001_01,MODERATE.gnomad_01_1,LOW.gnomad_001,LOW.gnomad_001_01,LOW.gnomad_01_1,MODIFIER.gnomad_001,MODIFIER.gnomad_001_01,MODIFIER.gnomad_01_1
ASB16,0,0,0,0,0,1,0,0,2,0,0,0
ASB5,0,0,0,0,0,0,0,0,1,0,0,2
ASCC2,0,0,0,0,0,0,0,0,1,0,0,0
ASCL1,0,0,0,1,62,0,0,2,1,0,0,0
ASGR2,0,0,0,0,0,0,0,0,0,0,0,0
ASH1L,0,0,0,30,32,40,32,13,20,1,5,1
ASIC2,0,0,0,0,0,0,2,0,0,0,0,0
ASIP,0,0,0,1,0,0,0,2,0,0,0,0
ASPA,0,0,0,4,5,14,17,0,10,0,0,0
ASPG,0,0,0,0,0,1,0,1,1,0,0,0
ASPH,0,0,0,25,39,103,4,16,51,7,0,146
ASTN2,0,0,0,16,41,42,13,12,217,2,0,11
ASXL2,0,0,0,0,0,0,0,1,0,0,0,1
ASXL3,0,0,0,50,32,241,19,102,157,0,0,0
ATAD2B,0,0,0,0,0,0,3,0,0,0,1,0
ATCAY,0,0,0,15,4,0,2,7,34,1,7,365
ATF1,0,0,0,1,2,3,7,1,0,0,0,0
ATF3,0,0,0,5,0,0,1,0,22,3,0,0
ATF6,0,0,0,74,25,94,3,3,8,1,2,9
ATF7,0,0,0,0,0,1,0,0,2,0,0,0
ATF7IP,0,0,0,0,0,1,0,0,2,0,1,0
ATG16L1,0,0,0,6,36,17,1,19,11,0,4,11
ATG4A,0,0,0,0,0,0,0,0,2,0,0,0
ATG4D,0,0,0,0,0,0,0,0,1,0,0,0
ATG9B,0,0,0,0,0,1,1,0,0,0,0,0
ATL1,0,0,0,6,8,0,14,20,8,0,1,0
ATL3,0,0,0,8,3,6,1,28,73,1,51,1
ATOH7,0,0,0,1,0,0,0,5,2,0,0,0
ATOX1,0,0,0,0,0,0,0,0,1,0,0,0
ATP10A,0,0,0,36,76,248,36,58,78,23,4,11
ATP10B,0,0,0,1,2,0,0,0,1,1,2,1
ATP11B,0,0,0,21,23,38,18,1,31,0,0,0
ATP13A1,0,0,0,1,0,0,0,0,0,0,0,1
ATP13A3,0,0,0,0,0,0,0,0,2,0,0,0
ATP1A1,0,0,0,1,1,1,29,14,94,0,0,2
ATP1A3,0,0,0,3,15,3,26,28,52,12,1,0
ATP1B1,0,0,0,12,0,0,2,10,319,0,0,0
ATP1B4,0,0,0,6,4,58,41,11,0,0,0,0
ATP23,0,0,0,0,0,0,0,0,1,0,0,0
ATP2A2,0,0,0,18,4,6,26,20,1,1,5,12
ATP2B2,0,0,0,50,10,129,45,63,70,0,2,3
ATP2B3,0,0,0,32,47,162,10,20,75,7,13,0
ATP2B4,0,0,0,23,33,443,7,13,18,8,3,2
ATP2C1,0,0,0,19,0,0,30,24,40,0,1,18
ATP2C2,0,0,0,0,0,0,1,0,3,0,2,1
ATP5A1,0,0,0,7,45,2,9,48,11,0,0,2
ATP5B,0,0,0,1,6,30,3,4,3,3,27,0
ATP5C1,0,0,0,1,3,0,1,5,12,2,0,137
ATP5G1,0,0,0,14,5,0,0,2,0,0,2,0
ATP5G3,0,0,0,0,0,35,0,0,28,0,0,0
ATP5J,0,0,0,0,20,2,0,1,0,0,0,0
ATP5O,0,0,0,2,28,154,7,0,3,0,0,0
ATP5SL,0,0,0,8,74,80,5,3,4,2,1,20
ATP6AP2,0,0,0,6,4,0,0,23,0,0,0,1
ATP6V0A1,0,0,0,6,9,31,11,5,15,0,4,2
ATP6V0C,0,0,0,0,0,0,0,1,8,1,3,2
ATP6V1B2,0,0,0,6,7,37,10,3,46,0,1,31
ATP6V1C2,0,0,0,0,0,0,0,1,1,0,0,2
ATP7A,0,0,0,1,65,34,1,0,19,0,0,6
ATP8A2,0,0,0,27,13,56,43,22,122,2,3,17
ATP9A,0,0,0,0,0,0,0,0,3,0,3,1
ATPAF2,0,0,0,2,3,20,0,4,18,0,0,0
ATPIF1,0,0,0,0,0,0,0,2,0,0,0,0
ATRN,0,0,0,19,34,20,7,14,52,1,0,0
ATRX,0,0,0,9,99,123,27,8,50,7,4,2
ATXN1,0,0,0,50,71,273,18,45,243,0,0,0
ATXN3,0,0,0,3,0,42,6,0,40,2,0,5
AUP1,0,0,0,19,0,116,0,4,0,0,0,0
AURKA,0,0,0,2,35,0,3,5,0,0,7,0
AURKB,0,0,0,9,2,25,4,17,21,0,4,4
AUTS2,0,0,0,33,16,34,22,22,292,0,10,2
AVIL,0,0,0,0,0,2,0,0,1,2,0,0
AVL9,0,0,0,0,0,0,0,0,1,1,0,0
AVP,0,0,0,0,2,0,5,9,0,0,0,0
AVPR1A,0,0,0,4,14,88,2,1,0,0,2,0
AVPR1B,0,0,0,7,1,120,16,0,0,0,0,0
AVPR2,0,0,0,2,1,58,20,0,27,9,33,52
AXIN1,0,0,0,22,28,302,19,16,157,8,2,8
AXIN2,0,0,0,17,10,62,10,76,120,1,1,5
AXL,0,0,0,32,26,240,13,45,70,2,0,31
AZGP1,0,0,0,0,0,1,0,0,2,0,0,3
AZIN1,0,0,0,0,0,0,0,2,0,1,0,0
AZIN2,0,0,0,10,14,63,5,14,18,1,2,3
B2M,0,0,0,3,0,0,0,1,0,0,0,3
B3GALT2,0,0,0,5,2,1,2,2,11,0,0,0
B3GALT5,0,0,0,1,5,17,11,5,0,0,0,0
B3GALT6,0,0,0,6,5,8,2,11,7,0,1,0
B3GAT1,0,0,0,13,20,7,2,7,1,0,0,3
B3GAT2,0,0,0,6,0,23,2,4,0,0,0,0
B3GAT3,0,0,0,14,5,22,14,4,18,4,0,5
B3GNT2,0,0,0,5,7,1,1,2,1,0,0,0
B3GNT5,0,0,0,7,4,16,6,1,0,0,0,0
B3GNT7,0,0,0,16,1,8,1,1,3,0,0,0
B3GNTL1,0,0,0,0,1,0,0,0,3,0,0,0
B4GALNT4,0,0,0,15,28,77,23,12,39,2,1,2
B4GALT1,0,0,0,7,1,2,10,0,32,0,0,0
B4GALT2,0,0,0,50,2,36,10,6,0,0,0,0
B4GALT3,0,0,0,5,6,19,0,0,3,0,0,5
B4GALT4,0,0,0,3,0,0,2,7,22,0,3,0
B4GALT5,0,0,0,7,4,0,9,17,54,0,0,0
B4GALT6,0,0,0,6,13,2,0,0,15,0,0,0
B4GAT1,0,0,0,2,0,15,8,8,8,0,0,0
B9D1,0,0,0,5,6,17,3,1,3,7,5,12
B9D2,0,0,0,6,0,8,0,4,14,0,0,0
BAALC,0,0,0,12,13,1,1,0,1,0,0,1
BABAM1,0,0,0,16,2,7,0,1,1,1,0,2
BACE1,0,0,0,7,18,23,13,6,5,2,7,4
BACH1,0,0,0,6,16,34,2,5,6,0,0,2
BACH2,0,0,0,0,0,0,0,0,1,0,0,0
BAD,0,0,0,0,0,0,0,2,0,0,0,0
BAG3,0,0,0,34,18,23,9,18,16,0,2,0
BAG6,0,0,0,11,1,8,7,12,15,1,1,2
BAGE2,0,0,0,0,0,0,0,0,7,0,0,0
BAHCC1,0,0,0,0,0,2,0,1,8,0,0,3
BAIAP2L1,0,0,0,0,0,1,0,3,2,0,0,0
BAIAP2L2,0,0,0,0,1,0,0,0,1,0,0,0
BANP,0,0,0,0,0,0,0,0,1,0,1,1
BARX2,0,0,0,21,65,0,4,2,18,0,0,0
BAZ1A,0,0,0,0,0,0,2,0,0,0,0,0
BAZ1B,0,0,0,17,10,85,23,21,293,0,3,1
BAZ2A,0,0,0,2,0,1,0,0,1,0,1,2
BAZ2B,0,0,0,0,1,0,0,1,0,0,0,0
BBIP1,0,0,0,1,0,1,0,4,1,2,0,0
BBS12,0,0,0,10,44,7,4,5,6,0,0,0
BBS4,0,0,0,8,4,3,4,14,8,4,27,267
BCAM,0,0,0,28,67,366,45,57,71,33,1,14
BCAP31,0,0,0,4,0,42,4,15,2,0,0,12
BCAS2,0,0,0,12,7,0,9,0,0,0,8,4
BCAS3,0,0,0,0,0,0,0,0,2,0,2,3
BCKDHA,0,0,0,10,2,1,3,10,189,2,0,0
BCKDHB,0,0,0,9,5,21,0,1,14,1,3,8
BCL11A,0,0,0,16,22,2,20,72,206,0,0,11
BCL2,0,0,0,0,1,3,0,0,6,0,2,0
BCL2L10,0,0,0,0,0,0,2,0,0,0,0,0
BCL2L11,0,0,0,7,2,5,0,0,1,2,0,13
BCL2L2-PABPN1,0,0,0,9,3,0,1,9,1,0,0,0
BCL3,0,0,0,4,28,33,5,3,1,0,0,219
BCL6,0,0,0,25,10,10,9,13,69,0,0,0
BCL7A,0,0,0,3,7,1,1,48,52,0,0,0
BCL9L,0,0,0,0,0,0,0,1,0,0,0,0
BCO2,0,0,0,0,0,0,0,0,1,0,0,1
BCOR,0,0,0,43,28,20,31,57,48,0,2,2
BCORL1,0,0,0,55,30,157,8,24,298,0,0,42
BDKRB1,0,0,0,0,0,0,0,0,3,0,0,0
BEAN1,0,0,0,1,15,0,2,33,44,1,3,3
BEND2,0,0,0,11,12,68,1,9,65,0,0,0
BEND5,0,0,0,0,0,0,0,0,2,0,0,0
BEND7,0,0,0,0,0,3,0,1,0,0,0,0
BFAR,0,0,0,0,0,0,0,0,1,0,0,2
BFSP1,0,0,0,11,51,65,1,3,6,0,0,1
BFSP2,0,0,0,19,10,2,4,1,43,0,3,0
BGN,0,0,0,6,2,4,12,17,9,6,0,0
BHLHA15,0,0,0,0,0,0,0,0,2,0,0,0
BHLHA9,0,0,0,0,0,1,0,0,16,0,11,0
BHLHE41,0,0,0,0,2,23,4,15,9,0,0,0
BHMT2,0,0,0,0,0,0,0,0,1,0,0,0
BICC1,0,0,0,13,9,142,4,4,10,0,1,0
BICD2,0,0,0,28,85,282,21,14,87,17,0,0
BIN3,0,0,0,0,0,0,0,1,0,0,0,0
BIRC5,0,0,0,1,7,9,0,34,33,3,1,4
BIVM,0,0,0,0,0,0,0,1,0,0,0,0
BLNK,0,0,0,4,20,52,4,10,5,0,16,11
BLOC1S3,0,0,0,16,4,14,0,0,1,0,0,0
BLOC1S6,0,0,0,0,0,0,2,0,0,0,0,34
BLVRA,0,0,0,1,1,12,8,0,10,0,0,0
BLVRB,0,0,0,0,0,0,0,1,0,0,0,0
BMP1,0,0,0,26,13,9,22,54,87,1,3,9
BMP10,0,0,0,4,15,2,0,2,109,2,0,17
BMP15,0,0,0,4,12,67,5,6,55,0,0,0
BMP2,0,0,0,12,5,10,1,2,8,0,0,0
BMP2K,0,0,0,61,13,94,8,5,193,0,2,18
BMP3,0,0,0,11,11,72,2,3,0,0,0,0
BMP4,0,0,0,7,49,4,2,4,4,0,0,0
BMP5,0,0,0,4,4,9,5,4,5,0,0,2
BMP7,0,0,0,27,4,1,1,3,1,0,1,8
BMPER,0,0,0,2,17,106,5,13,195,0,3,8
BMPR1A,0,0,0,4,1,2,5,0,22,3,0,1
BMPR1B,0,0,0,18,27,118,3,13,5,15,3,35
BMPR2,0,0,0,3,14,14,8,5,0,1,3,3
BNC2,0,0,0,16,27,163,30,81,2,2,1,1
BNIP3L,0,0,0,0,0,0,0,0,1,0,0,1
BOD1L1,0,0,0,0,1,5,0,2,4,0,1,0
BOLA1,0,0,0,3,3,0,11,0,2,0,0,0
BPHL,0,0,0,0,0,0,0,0,1,0,0,0
BPI,0,0,0,7,36,149,13,12,47,2,0,10
BPIFB3,0,0,0,0,0,2,0,0,2,0,0,0
BPIFB6,0,0,0,35,9,71,3,9,15,0,0,0
BPNT1,0,0,0,0,0,0,0,0,1,0,0,2
BPTF,0,0,0,2,0,1,0,0,1,0,0,0
BRAP,0,0,0,15,1,4,26,101,101,1,26,163
BRCC3,0,0,0,2,1,5,1,2,0,1,0,2
BRD1,0,0,0,35,12,16,23,47,172,7,8,0
BRD2,0,0,0,4,3,10,1,15,25,0,7,0
BRD4,0,0,0,20,20,128,26,17,402,0,1,69
BRD7,0,0,0,0,0,2,0,1,0,0,0,0
BRDT,0,0,0,0,1,0,0,1,0,0,0,0
BRF1,0,0,0,10,26,11,33,61,176,13,7,44
BRINP3,0,0,0,0,0,0,0,0,1,0,0,0
BRPF1,0,0,0,1,0,0,0,2,1,0,0,0
BRSK2,0,0,0,41,16,432,26,49,352,2,82,68
BRWD3,0,0,0,5,5,4,11,14,324,0,6,2
BSCL2,0,0,0,17,10,119,3,27,5,20,15,225
BSN,0,0,0,2,0,4,0,0,1,0,0,0
BSND,0,0,0,7,6,67,2,7,127,0,0,0
BTAF1,0,0,0,31,33,51,15,7,140,3,1,44
BTBD11,0,0,0,0,0,0,0,0,2,0,0,0
BTBD3,0,0,0,0,0,0,0,0,2,0,0,0
BTBD6,0,0,0,0,0,0,1,0,0,0,0,0
BTG2,0,0,0,0,0,0,0,0,2,0,0,0
BTK,0,0,0,0,1,26,0,3,0,5,0,3
BTLA,0,0,0,1,2,0,2,0,0,0,2,2
BTNL2,0,0,0,7,5,0,0,5,8,1,0,0
BTRC,0,0,0,10,9,7,2,2,10,0,2,0
BUB1B,0,0,0,14,13,14,10,24,2,1,7,2
BUB3,0,0,0,3,5,0,4,0,0,0,0,1
BUD13,0,0,0,0,0,1,0,0,1,0,0,0
BZW2,0,0,0,0,0,0,0,0,0,0,0,0
C10orf71,0,0,0,0,0,2,0,0,3,0,0,0
C11orf16,0,0,0,0,0,2,0,0,2,0,0,0
C11orf54,0,0,0,0,0,0,0,0,1,0,0,0
C11orf95,0,0,0,0,1,0,0,0,4,0,0,0
C12orf4,0,0,0,13,6,0,3,1,0,2,0,0
C12orf42,0,0,0,0,0,0,0,0,1,0,0,0
C12orf49,0,0,0,0,0,0,0,1,0,0,0,0
C12orf57,0,0,0,0,8,1,2,4,2,0,0,67
C12orf66,0,0,0,0,4,0,0,0,2,0,0,0
C14orf159,0,0,0,0,0,0,0,1,1,0,0,2
C14orf2,0,0,0,2,3,4,4,0,0,0,0,0
C14orf39,0,0,0,0,0,1,0,0,2,0,0,1
C14orf93,0,0,0,0,0,0,0,0,1,0,0,0
C15orf39,0,0,0,0,0,2,0,0,1,0,0,0
C15orf62,0,0,0,1,0,23,2,0,13,0,0,0
C16orf62,0,0,0,0,2,3,0,0,1,0,0,3
C16orf74,0,0,0,0,0,0,0,1,0,0,0,1
C16orf89,0,0,0,0,0,0,1,0,0,0,1,0
C16orf90,0,0,0,0,0,0,0,0,1,0,0,0
C16orf96,0,0,0,1,0,3,0,1,0,0,0,0
C17orf105,0,0,0,0,0,0,0,0,2,0,0,0
C17orf53,0,0,0,0,0,1,0,0,4,0,0,0
C17orf75,0,0,0,0,0,0,0,0,0,0,0,0
C17orf97,0,0,0,0,0,0,0,1,1,0,0,0
C18orf54,0,0,0,0,1,0,0,0,1,0,0,0
C19orf44,0,0,0,0,0,0,0,1,0,0,0,0
C19orf57,0,0,0,0,0,0,2,0,0,0,0,2
C19orf66,0,0,0,0,0,0,0,2,0,0,2,0
C1GALT1,0,0,0,1,12,0,2,5,39,1,1,0
C1GALT1C1,0,0,0,0,3,4,0,0,2,0,0,0
C1QB,0,0,0,4,0,1,0,24,3,0,0,0
C1QC,0,0,0,15,22,23,1,13,22,0,0,0
C1QL2,0,0,0,0,0,0,0,0,1,0,0,0
C1QTNF2,0,0,0,0,0,0,0,0,1,0,0,0
C1R,0,0,0,34,3,22,5,1,64,2,1,0
C1S,0,0,0,16,26,142,3,7,161,0,3,11
C1orf106,0,0,0,0,0,0,0,0,3,0,0,0
C1orf127,0,0,0,8,39,150,10,3,20,0,0,11
C1orf131,0,0,0,0,1,0,0,1,0,0,0,0
C1orf167,0,0,0,0,0,1,0,0,1,0,0,0
C20orf27,0,0,0,0,0,0,0,0,2,0,0,1
C20orf85,0,0,0,0,0,1,0,1,1,0,0,0
C21orf140,0,0,0,0,0,0,0,2,0,0,0,0
C21orf59,0,0,0,0,0,0,0,2,0,0,0,0
C21orf59-TCP10L,0,0,0,6,3,52,0,9,10,1,0,1
C21orf91,0,0,0,0,1,3,1,3,7,0,0,0
C22orf42,0,0,0,0,0,0,0,1,0,0,0,0
C2orf16,0,0,0,0,0,0,0,0,1,0,0,0
C2orf42,0,0,0,2,4,20,1,12,24,0,0,1
C2orf73,0,0,0,0,0,0,0,0,3,0,0,1
C2orf80,0,0,0,0,1,3,0,5,1,0,0,6
C3orf14,0,0,0,0,0,0,0,0,0,0,0,0
C3orf20,0,0,0,0,0,1,0,0,2,0,0,0
C3orf35,0,0,0,0,0,0,0,0,1,5,8,159
C3orf67,0,0,0,0,0,0,0,0,3,0,0,0
C4A,0,0,0,1,8,0,4,12,4,6,28,20
C4B,0,0,0,3,11,9,0,10,0,15,8,39
C4orf17,0,0,0,0,0,0,0,0,1,0,0,1
C4orf19,0,0,0,5,5,93,0,0,3,0,0,0
C5AR2,0,0,0,12,8,3,10,12,0,0,0,0
C5orf22,0,0,0,0,0,6,0,0,3,1,0,0
C5orf30,0,0,0,0,0,0,0,1,0,0,0,0
C5orf52,0,0,0,0,0,0,2,0,0,0,0,0
C6orf15,0,0,0,4,5,17,1,6,5,0,0,0
C7orf43,0,0,0,3,4,18,18,8,28,0,0,0
C7orf65,0,0,0,0,0,0,1,0,0,0,0,0
C7orf73,0,0,0,0,0,0,0,0,2,0,0,0
C8orf74,0,0,0,0,0,2,1,0,0,0,0,0
C8orf88,0,0,0,0,0,0,0,0,1,0,0,0
C9orf40,0,0,0,0,0,0,0,0,1,1,0,0
C9orf43,0,0,0,0,0,0,0,0,1,0,0,0
CA2,0,0,0,6,4,0,0,4,10,0,0,7
CA4,0,0,0,6,10,12,5,0,44,1,1,3
CA5A,0,0,0,5,11,126,10,23,10,2,0,1
CA6,0,0,0,6,4,0,4,16,2,4,0,74
CA8,0,0,0,1,3,7,3,0,12,0,0,2
CAB39,0,0,0,0,0,0,0,0,1,0,0,1
CABP4,0,0,0,30,10,13,3,12,64,1,0,1
CACHD1,0,0,0,51,60,99,10,12,196,0,0,1
CACNA1A,0,0,0,58,36,201,46,79,495,9,15,13
CACNA1C,0,0,0,29,73,207,55,33,168,11,2,15
CACNA1D,0,0,0,31,198,28,34,56,368,7,9,6
CACNA1E,0,0,0,51,61,161,28,39,302,0,9,18
CACNA1F,0,0,0,33,43,144,17,16,113,0,4,20
CACNA1G,0,0,0,64,113,183,57,59,201,18,28,34
CACNA1I,0,0,0,0,0,0,0,0,3,0,0,0
CACNA2D1,0,0,0,5,16,137,7,27,209,4,2,7
CACNA2D2,0,0,0,11,74,83,19,22,54,0,1,1
CACNB4,0,0,0,7,8,26,5,3,12,2,3,9
CACNG2,0,0,0,0,0,11,6,1,3,1,0,0
CACNG3,0,0,0,2,1,0,4,3,4,0,0,0
CACNG4,0,0,0,1,4,37,4,19,3,0,0,0
CACUL1,0,0,0,0,0,0,0,0,2,0,0,0
CAD,0,0,0,0,0,1,0,1,3,0,0,0
CADM1,0,0,0,18,1,11,8,5,20,0,10,0
CADPS2,0,0,0,20,46,129,3,26,25,1,7,1
CALCA,0,0,0,4,3,1,0,4,0,2,0,67
CALCRL,0,0,0,2,0,22,3,17,3,0,1,0
CALM1,0,0,0,0,0,0,0,0,19,2,0,3
CALM2,0,0,0,3,3,6,1,0,9,3,0,0
CALM3,0,0,0,1,0,0,1,1,54,0,0,2
CALR,0,0,0,11,9,25,7,15,31,1,1,2
CALR3,0,0,0,7,18,23,13,0,17,23,0,38
CAMK1,0,0,0,0,4,0,0,2,0,0,0,0
CAMK1D,0,0,0,0,0,0,0,1,0,0,0,1
CAMK2G,0,0,0,3,40,0,7,14,11,2,15,81
CAMKK1,0,0,0,8,17,223,5,12,22,5,8,4
CAMKK2,0,0,0,16,7,33,9,7,29,0,4,4
CAMSAP1,0,0,0,0,0,0,1,0,1,0,0,0
CAMSAP2,0,0,0,18,15,31,10,10,47,0,0,0
CAMTA1,0,0,0,31,52,75,11,53,87,0,3,11
CAND2,0,0,0,1,0,0,0,1,2,0,0,1
CANX,0,0,0,0,0,0,0,0,1,0,0,0
CAPN1,0,0,0,11,17,76,17,76,33,0,1,0
CAPN14,0,0,0,0,0,0,0,0,2,0,0,0
CAPN6,0,0,0,0,0,0,0,0,2,0,0,0
CAPN8,0,0,0,0,0,0,0,2,0,0,0,0
CAPNS1,0,0,0,0,0,0,0,0,1,0,0,0
CAPRIN1,0,0,0,4,4,8,15,9,221,0,0,0
CAPS2,0,0,0,3,0,3,0,0,2,0,0,1
CARD11,0,0,0,21,16,42,11,53,69,0,0,40
CARD19,0,0,0,0,0,0,0,0,2,0,0,0
CARD8,0,0,0,9,20,58,2,0,26,0,0,3
CARMIL1,0,0,0,0,0,0,0,0,2,0,0,1
CARMIL2,0,0,0,0,0,0,0,0,1,0,0,0
CARS,0,0,0,0,0,0,0,0,2,0,0,0
CARTPT,0,0,0,1,6,90,0,0,30,0,3,1
CASC16,0,0,0,0,0,0,0,0,2,0,0,2
CASC4,0,0,0,8,4,52,0,0,0,0,1,0
CASK,0,0,0,1,1,4,2,15,102,5,8,0
CASKIN2,0,0,0,0,0,1,0,1,0,0,0,0
CASP1,0,0,0,7,8,24,6,2,119,0,0,13
CASP3,0,0,0,4,4,10,8,2,0,0,1,0
CASP4,0,0,0,1,0,0,0,0,2,0,0,2
CASP8,0,0,0,18,2,49,6,1,45,4,4,1
CASP8AP2,0,0,0,0,0,0,0,0,2,0,0,0
CASQ2,0,0,0,14,57,101,4,0,11,5,0,19
CASR,0,0,0,18,9,37,5,10,68,0,1,0
CAST,0,0,0,17,93,130,32,10,82,0,94,35
CASZ1,0,0,0,1,0,1,1,0,1,0,0,0
CATIP,0,0,0,0,3,0,0,0,1,0,1,0
CATSPER2,0,0,0,9,12,94,5,2,73,0,0,1
CATSPER3,0,0,0,14,15,47,2,14,5,0,2,3
CATSPERB,0,0,0,0,0,1,0,0,7,0,2,1
CATSPERG,0,0,0,0,0,0,1,0,0,0,0,0
CAV1,0,0,0,8,4,7,0,0,1,0,0,2
CAV3,0,0,0,11,0,51,0,2,103,0,0,9
CBFA2T2,0,0,0,8,1,25,7,8,11,0,2,0
CBFA2T3,0,0,0,10,37,209,34,8,15,1,1,0
CBFB,0,0,0,4,1,1,6,0,0,5,0,0
CBL,0,0,0,14,11,47,14,78,56,4,0,3
CBLB,0,0,0,42,14,43,22,10,13,0,3,5
CBR1,0,0,0,17,0,114,1,2,61,0,0,0
CBR3,0,0,0,6,14,3,20,1,0,0,0,2
CBWD3,0,0,0,0,0,0,0,1,0,0,0,0
CBX2,0,0,0,50,29,228,51,6,59,15,13,8
CBX4,0,0,0,12,1,69,16,1,42,0,0,7
CBY1,0,0,0,0,1,13,4,0,0,0,7,0
CC2D1A,0,0,0,85,26,109,18,33,64,0,3,15
CCAR1,0,0,0,0,0,0,0,0,1,0,0,1
CCAR2,0,0,0,1,0,0,0,0,0,6,0,0
CCBE1,0,0,0,6,17,58,4,4,33,2,5,14
CCDC102A,0,0,0,0,0,0,0,2,1,0,0,0
CCDC103,0,0,0,1,17,26,3,0,0,0,0,0
CCDC105,0,0,0,1,0,0,0,2,0,0,0,0
CCDC114,0,0,0,16,13,63,18,43,165,4,2,0
CCDC13,0,0,0,0,0,0,0,2,0,0,0,0
CCDC142,0,0,0,0,0,1,0,1,0,0,0,0
CCDC150,0,0,0,0,0,2,0,0,1,0,0,2
CCDC151,0,0,0,18,56,36,0,14,3,4,3,0
CCDC154,0,0,0,0,0,0,0,0,2,0,0,1
CCDC157,0,0,0,0,4,1,0,0,2,0,0,0
CCDC158,0,0,0,1,0,0,0,0,1,0,0,1
CCDC160,0,0,0,0,0,0,0,0,2,0,0,0
CCDC162P,0,0,0,0,0,0,0,0,1,0,0,2
CCDC169-SOHLH2,0,0,0,0,0,1,0,0,1,0,0,0
CCDC171,0,0,0,0,0,1,0,0,1,0,0,0
CCDC180,0,0,0,0,0,2,0,1,0,0,0,0
CCDC22,0,0,0,12,20,157,2,3,201,0,5,0
CCDC27,0,0,0,0,0,0,0,0,2,0,0,0
CCDC28B,0,0,0,2,0,0,2,0,0,2,1,3
CCDC38,0,0,0,0,0,0,0,1,0,0,0,0
CCDC43,0,0,0,0,0,0,1,0,0,0,0,1
CCDC50,0,0,0,12,0,13,1,3,11,0,0,22
CCDC57,0,0,0,0,0,0,0,0,1,0,0,0
CCDC6,0,0,0,1,23,68,12,1,7,0,0,0
CCDC65,0,0,0,4,10,77,4,0,33,0,3,0
CCDC71,0,0,0,0,0,0,0,0,1,0,0,0
CCDC74A,0,0,0,0,0,5,0,1,0,0,0,0
CCDC77,0,0,0,0,0,0,0,0,2,0,0,0
CCDC85C,0,0,0,0,12,16,7,5,7,0,2,0
CCDC88A,0,0,0,0,1,0,0,0,1,0,0,0
CCDC88B,0,0,0,0,2,5,0,1,0,0,0,0
CCDC88C,0,0,0,61,164,742,33,89,271,0,2,13
CCDC93,0,0,0,0,0,0,0,0,1,0,0,1
CCIN,0,0,0,0,0,0,0,0,0,0,0,0
CCKAR,0,0,0,5,1,255,5,3,0,4,0,0
CCL11,0,0,0,0,0,0,2,0,0,0,0,0
CCL17,0,0,0,6,3,0,1,0,0,0,1,2
CCL2,0,0,0,0,0,13,1,86,0,2,0,0
CCL22,0,0,0,0,1,326,1,2,2,0,0,4
CCL3,0,0,0,0,5,3,0,0,5,0,0,0
CCL3L1,0,0,0,4,3,0,2,0,0,0,0,0
CCL5,0,0,0,0,2,0,0,4,1,0,0,0
CCL7,0,0,0,0,0,6,2,0,0,0,0,0
CCL8,0,0,0,0,0,0,0,1,0,0,0,0
CCM2,0,0,0,9,7,7,8,14,162,15,56,46
CCNB2,0,0,0,0,0,0,0,0,3,0,0,0
CCND1,0,0,0,1,0,29,2,2,4,0,0,1
CCND3,0,0,0,14,0,0,0,14,79,0,0,0
CCNE1,0,0,0,12,9,21,2,7,7,0,0,4
CCNH,0,0,0,5,7,0,1,1,0,0,0,0
CCNL1,0,0,0,0,1,0,0,1,0,0,0,0
CCNT1,0,0,0,0,0,0,0,1,0,0,0,0
CCNT2,0,0,0,0,0,21,4,19,6,0,0,0
CCR1,0,0,0,9,2,63,19,0,43,0,0,2
CCR2,0,0,0,9,10,2,9,5,45,2,9,3
CCR4,0,0,0,0,0,0,0,0,3,0,0,0
CCR7,0,0,0,3,2,4,16,0,25,0,0,0
CCR9,0,0,0,0,0,0,0,0,0,0,0,0
CCSAP,0,0,0,0,0,0,2,0,0,0,0,4
CCSER1,0,0,0,14,29,573,1,13,1,0,0,2
CCT2,0,0,0,0,0,0,1,1,0,0,0,0
CCT3,0,0,0,0,0,1,0,0,1,0,0,0
CCT4,0,0,0,0,0,0,0,0,3,0,0,0
CCT5,0,0,0,11,4,5,28,1,0,2,6,4
CCT7,0,0,0,25,7,0,2,2,64,0,0,1
CCZ1B,0,0,0,0,0,1,0,1,0,1,0,5
CD14,0,0,0,5,21,2,6,0,14,4,0,0
CD151,0,0,0,8,25,8,4,26,7,3,0,2
CD163,0,0,0,0,0,0,0,1,0,0,0,0
CD163L1,0,0,0,0,0,0,0,0,6,0,2,2
CD180,0,0,0,0,0,0,0,0,1,0,0,0
CD19,0,0,0,10,0,23,14,1,222,1,2,1
CD1B,0,0,0,0,0,0,0,0,1,0,0,0
CD200,0,0,0,0,3,39,8,4,3,4,0,0
CD209,0,0,0,19,39,4,2,4,35,0,3,1
CD22,0,0,0,42,40,64,5,26,19,0,10,30
CD226,0,0,0,4,8,30,1,6,3,0,0,11
CD248,0,0,0,0,0,0,0,0,0,0,0,0
CD27,0,0,0,6,6,1,4,0,0,0,0,0
CD276,0,0,0,0,0,1,0,0,1,0,0,2
CD2BP2,0,0,0,0,0,0,0,1,0,0,2,0
CD300A,0,0,0,0,0,0,0,0,2,0,0,0
CD300E,0,0,0,0,0,0,0,0,2,0,0,0
