,HIGH.gnomad_001,HIGH.gnomad_001_01,HIGH.gnomad_01_1,MODERATE.gnomad_001,MODERATE.gnomad_001_01,MODERATE.gnomad_01_1,LOW.gnomad_001,LOW.gnomad_001_01,LOW.gnomad_01_1,MODIFIER.gnomad_001,MODIFIER.gnomad_001_01,MODIFIER.gnomad_01_1
RAPGEF4,0,0,0,8,15,84,18,20,38,2,18,2
RAPGEF5,0,0,0,0,0,0,0,1,0,0,0,0
RAPGEF6,0,0,0,0,0,0,0,1,0,0,1,1
RAPH1,0,0,0,1,0,0,0,0,1,0,0,0
RAPSN,0,0,0,8,7,157,9,34,85,1,3,4
RARA,0,0,0,2,34,0,3,19,12,0,0,47
RARB,0,0,0,16,2,1,0,5,0,2,1,11
RARG,0,0,0,0,0,0,1,0,0,0,0,0
RASA1,0,0,0,13,9,31,3,0,20,2,1,2
RASAL2,0,0,0,0,0,0,0,2,0,0,0,0
RASGEF1C,0,0,0,0,0,0,0,0,0,0,0,0
RASGRF1,0,0,0,0,0,0,0,0,4,0,0,0
RASGRP1,0,0,0,11,14,0,6,12,41,0,3,1
RASGRP2,0,0,0,26,7,118,17,45,12,1,0,0
RASGRP3,0,0,0,0,0,0,0,0,2,0,0,1
RASSF1,0,0,0,6,19,132,1,0,23,4,0,4
RASSF5,0,0,0,4,4,2,3,73,5,1,0,0
RAX,0,0,0,18,9,37,10,3,27,0,0,3
RAX2,0,0,0,12,6,1,2,12,17,1,46,6
RB1,0,0,0,8,15,8,13,6,328,15,1,288
RB1CC1,0,0,0,26,20,95,22,14,33,1,0,17
RBBP8,0,0,0,25,35,26,3,22,10,3,0,8
RBCK1,0,0,0,7,20,3,5,3,66,0,0,0
RBFOX1,0,0,0,5,11,55,3,36,6,2,3,43
RBFOX3,0,0,0,4,12,9,11,7,173,4,0,0
RBL2,0,0,0,29,20,13,6,4,5,0,0,2
RBM14,0,0,0,0,0,0,1,0,0,0,0,0
RBM17,0,0,0,0,0,0,0,1,1,0,0,0
RBM19,0,0,0,0,0,2,0,0,1,0,0,2
RBM20,0,0,0,14,109,55,11,23,15,2,2,2
RBM39,0,0,0,0,0,0,0,0,1,0,0,3
RBM46,0,0,0,0,0,0,0,0,1,0,0,1
RBM5,0,0,0,0,0,0,0,0,1,0,0,0
RBM6,0,0,0,0,0,0,2,0,1,0,0,4
RBM8A,0,0,0,0,0,0,0,1,61,4,0,0
RBMS2,0,0,0,0,0,0,0,0,1,0,0,0
RBMY1A1,0,0,0,0,0,0,1,0,0,0,0,0
RBP3,0,0,0,33,195,95,81,39,253,0,1,0
RBP4,0,0,0,1,33,7,25,0,2,0,0,0
RBPMS2,0,0,0,0,0,0,1,0,0,0,0,0
RBX1,0,0,0,0,0,0,0,2,2,0,0,0
RC3H1,0,0,0,5,21,100,11,3,25,0,0,100
RCAN1,0,0,0,2,0,0,9,0,14,0,4,2
RCAN3,0,0,0,0,0,0,0,0,0,0,0,0
RCC2,0,0,0,0,0,0,0,1,0,0,0,0
RCHY1,0,0,0,2,0,0,0,3,0,0,0,0
RCL1,0,0,0,0,1,0,0,1,0,0,0,0
RCN3,0,0,0,0,0,1,0,0,1,0,0,0
RD3,0,0,0,4,9,0,4,3,78,0,0,0
RDH11,0,0,0,1,5,4,4,2,5,0,1,0
RDH13,0,0,0,0,0,0,0,0,2,0,0,0
RDH5,0,0,0,2,21,2,2,0,1,0,0,0
RDH8,0,0,0,8,15,14,0,11,2,0,0,0
RDX,0,0,0,24,3,47,6,7,4,0,2,2
REC8,0,0,0,0,0,0,0,0,1,0,0,0
REEP1,0,0,0,0,0,0,1,23,83,0,14,7
REEP2,0,0,0,2,3,0,6,13,1,0,0,0
RELB,0,0,0,0,0,0,0,0,1,0,0,0
REPS2,0,0,0,7,0,19,7,1,40,1,0,3
RERE,0,0,0,54,23,183,17,21,97,0,0,2
RET,0,0,0,37,77,184,13,21,15,2,3,3
RETN,0,0,0,2,2,0,2,0,1,0,0,7
REV1,0,0,0,15,16,59,6,10,3,2,0,2
REV3L,0,0,0,66,67,254,24,51,46,2,6,3
REXO2,0,0,0,0,0,0,0,0,1,0,0,2
RFC5,0,0,0,14,3,6,0,2,50,1,0,0
RFLNB,0,0,0,3,1,1,0,0,3,0,0,0
RFNG,0,0,0,0,0,0,0,0,1,0,0,0
RFT1,0,0,0,14,13,29,18,3,18,0,2,0
RFWD2,0,0,0,26,4,5,1,4,89,6,56,310
RFX2,0,0,0,18,14,102,7,32,14,5,1,18
RFX3,0,0,0,2,1,11,62,6,65,4,2,242
RFX5,0,0,0,12,8,83,3,0,23,0,0,11
RFX7,0,0,0,0,1,0,0,0,1,0,0,0
RFXANK,0,0,0,7,2,2,7,12,5,0,0,5
RFXAP,0,0,0,11,0,2,1,2,15,1,0,0
RGAG1,0,0,0,0,0,2,0,0,1,0,0,0
RGCC,0,0,0,0,0,0,0,0,1,0,0,0
RGL1,0,0,0,13,5,6,1,6,163,0,0,2
RGL2,0,0,0,1,2,13,2,9,62,0,0,0
RGMA,0,0,0,16,19,20,30,4,137,0,0,0
RGPD3,0,0,0,0,0,2,0,0,1,0,0,4
RGS11,0,0,0,0,0,0,0,0,1,1,1,1
RGS12,0,0,0,0,1,0,0,3,1,0,0,0
RGS2,0,0,0,2,9,35,5,0,15,4,0,3
RGS5,0,0,0,1,0,3,2,0,0,0,0,0
RGS6,0,0,0,7,27,1,5,4,9,3,2,1
RGS8,0,0,0,0,0,0,0,0,1,0,0,0
RHAG,0,0,0,8,2,20,5,38,116,5,0,0
RHBDD2,0,0,0,10,1,19,0,10,73,0,0,0
RHBDD3,0,0,0,0,0,2,0,0,0,0,0,0
RHBDF2,0,0,0,19,24,204,7,34,203,4,1,2
RHBDL1,0,0,0,0,0,0,0,1,0,0,0,0
RHBDL2,0,0,0,0,0,1,0,0,2,0,0,0
RHBDL3,0,0,0,0,0,0,0,0,2,0,0,0
RHCE,0,0,0,13,8,76,12,1,1,0,0,0
RHCG,0,0,0,0,0,0,0,0,1,0,0,0
RHNO1,0,0,0,0,0,0,1,0,0,0,0,0
RHO,0,0,0,5,11,4,4,46,39,0,5,0
RHOB,0,0,0,0,0,0,3,5,3,0,0,0
RHOC,0,0,0,0,0,0,0,1,1,0,0,0
RHOG,0,0,0,0,1,7,0,2,11,14,0,0
RHOH,0,0,0,2,2,2,0,1,55,0,0,0
RHOJ,0,0,0,0,0,0,0,1,0,0,0,0
RHOQ,0,0,0,0,0,0,1,0,0,0,0,0
RHOT2,0,0,0,0,0,0,1,1,0,0,0,1
RIC1,0,0,0,25,8,224,12,14,94,2,8,13
RIC8A,0,0,0,0,1,0,0,1,0,0,0,0
RIC8B,0,0,0,0,0,0,0,0,0,0,0,1
RICTOR,0,0,0,16,15,322,10,49,37,1,0,85
RIF1,0,0,0,0,1,4,0,2,3,1,0,0
RIMBP2,0,0,0,2,1,1,0,0,2,0,0,0
RIMS2,0,0,0,26,21,28,7,18,197,8,6,13
RIMS3,0,0,0,8,2,13,6,7,2,0,2,11
RIN1,0,0,0,0,0,1,0,1,0,0,0,0
RIN2,0,0,0,23,59,301,4,13,200,2,1,33
RIPK1,0,0,0,0,0,0,0,0,3,0,0,2
RIPK2,0,0,0,12,2,0,24,2,32,0,0,0
RLBP1,0,0,0,7,15,7,2,0,116,0,0,4
RLIM,0,0,0,12,7,114,6,53,194,0,0,0
RMI2,0,0,0,0,5,0,2,3,0,0,0,0
RNF113A,0,0,0,0,2,5,0,2,0,2,0,0
RNF114,0,0,0,11,10,86,2,13,156,1,0,3
RNF126,0,0,0,0,0,0,0,0,3,0,0,1
RNF128,0,0,0,6,6,17,39,5,1,0,0,2
RNF133,0,0,0,0,0,1,1,0,0,0,0,0
RNF146,0,0,0,0,0,0,0,0,2,0,0,0
RNF17,0,0,0,0,0,2,1,0,0,0,0,1
RNF19B,0,0,0,0,0,0,0,0,1,0,0,0
RNF2,0,0,0,0,0,16,2,0,0,0,0,0
RNF212B,0,0,0,0,0,0,0,1,0,0,0,1
RNF38,0,0,0,7,5,0,2,2,4,2,8,0
RNF4,0,0,0,0,0,0,0,1,0,0,0,1
RNF6,0,0,0,15,8,149,13,12,5,1,0,0
RNF8,0,0,0,5,2,3,2,2,0,5,1,1
RNFT2,0,0,0,0,0,0,1,0,0,0,0,0
RNMT,0,0,0,2,9,56,5,1,51,0,0,0
RNPEPL1,0,0,0,0,0,0,2,0,0,0,0,0
ROCK1,0,0,0,15,17,0,3,10,92,4,4,9
ROCK2,0,0,0,22,31,39,2,11,2,0,3,0
ROGDI,0,0,0,7,11,3,10,3,38,2,0,13
ROR1,0,0,0,0,0,1,0,0,1,0,0,0
ROR2,0,0,0,39,54,527,11,21,59,1,0,27
RORA,0,0,0,3,22,1,5,7,52,0,1,7
RP2,0,0,0,3,7,28,5,1,4,1,0,0
RP9,0,0,0,3,4,3,1,0,0,0,0,0
RPA1,0,0,0,7,23,0,31,2,4,3,0,13
RPA2,0,0,0,5,0,72,1,0,15,1,0,0
RPA3,0,0,0,0,0,0,0,4,0,0,0,0
RPA4,0,0,0,0,29,0,1,0,135,0,0,0
RPF1,0,0,0,0,0,0,0,0,1,0,0,0
RPGR,0,0,0,18,10,13,5,16,85,5,0,13
RPIA,0,0,0,2,42,2,31,2,0,0,0,2
RPL10,0,0,0,5,0,1,3,0,7,3,2,12
RPL11,0,0,0,2,0,0,0,1,2,2,0,54
RPL15,0,0,0,3,12,0,0,0,8,0,0,0
RPL21,0,0,0,6,0,0,0,0,0,0,0,0
RPL24,0,0,0,0,0,3,0,0,8,0,0,5
RPL26,0,0,0,2,0,0,4,1,0,0,0,0
RPL27,0,0,0,0,0,0,1,4,26,0,0,0
RPL28,0,0,0,0,0,0,0,0,1,0,0,0
RPL34,0,0,0,0,0,0,1,0,0,0,0,0
RPL35,0,0,0,0,0,0,0,0,2,0,0,0
RPL35A,0,0,0,3,2,1,1,0,3,0,0,0
RPL36,0,0,0,3,0,0,0,2,4,1,0,0
RPL5,0,0,0,1,4,155,0,0,80,1,0,15
RPL6,0,0,0,3,4,17,7,1,0,0,0,0
RPL7A,0,0,0,0,0,0,0,0,1,1,1,0
RPN2,0,0,0,5,14,7,3,26,58,0,0,3
RPP40,0,0,0,0,0,0,0,0,1,0,0,0
RPRD2,0,0,0,0,2,0,0,1,2,0,0,0
RPS10-NUDT3,0,0,0,0,0,1,0,3,195,0,0,1
RPS14,0,0,0,0,0,0,2,19,0,0,0,0
RPS15,0,0,0,0,0,22,5,0,62,1,6,0
RPS19,0,0,0,0,6,0,0,2,4,5,0,0
RPS24,0,0,0,7,13,0,0,4,52,0,44,2
RPS26,0,0,0,1,0,0,2,0,0,0,2,25
RPS27A,0,0,0,1,0,9,0,0,38,0,2,0
RPS29,0,0,0,0,0,0,8,0,0,2,0,0
RPS3,0,0,0,0,6,18,6,11,0,0,0,2
RPS4X,0,0,0,0,0,0,0,0,1,0,0,0
RPS5,0,0,0,4,0,309,1,2,34,0,0,0
RPS6KA2,0,0,0,0,0,0,0,0,2,0,0,0
RPS6KA3,0,0,0,0,0,125,0,6,137,2,0,0
RPS6KA6,0,0,0,0,0,0,0,2,0,0,1,0
RPS6KB1,0,0,0,0,6,0,9,43,36,2,30,4
RPS7,0,0,0,3,0,0,3,0,0,0,0,2
RPSAP58,0,0,0,0,0,0,0,0,3,0,0,0
RPTOR,0,0,0,30,53,43,36,31,71,8,22,27
RPUSD4,0,0,0,0,0,0,0,1,0,0,0,0
RRAS2,0,0,0,0,0,0,2,2,2,0,0,0
RREB1,0,0,0,56,105,288,40,54,265,0,0,1
RRH,0,0,0,15,9,93,9,1,105,0,0,0
RRM1,0,0,0,6,0,43,8,9,0,0,1,0
RRM2,0,0,0,5,12,41,4,2,51,0,0,0
RRM2B,0,0,0,2,4,43,2,16,50,0,0,8
RRN3,0,0,0,0,0,0,0,1,2,0,0,0
RRP1B,0,0,0,15,9,172,17,18,54,2,0,1
RRP8,0,0,0,0,0,0,1,1,2,0,0,0
RS1,0,0,0,1,9,0,1,0,20,0,0,0
RSAD1,0,0,0,1,0,0,0,0,1,0,0,0
RSBN1,0,0,0,0,0,0,0,0,1,0,0,0
RSF1,0,0,0,0,1,0,1,0,0,0,0,0
RSPH9,0,0,0,42,15,1,4,0,0,1,1,0
RSPO1,0,0,0,6,13,6,14,14,0,2,10,66
RSRC1,0,0,0,7,2,51,9,6,4,1,0,8
RTF1,0,0,0,4,4,4,6,10,6,1,0,0
RTFDC1,0,0,0,0,0,0,0,0,1,0,0,0
RTKN,0,0,0,0,0,0,0,0,1,0,0,0
RTN2,0,0,0,6,7,94,3,4,48,0,1,2
RTN4,0,0,0,0,0,0,0,1,0,0,0,0
RTN4R,0,0,0,13,17,7,10,8,113,0,1,0
RTN4RL1,0,0,0,9,2,103,20,12,48,0,0,0
RTN4RL2,0,0,0,0,0,1,0,1,1,0,0,0
RTP5,0,0,0,0,0,0,2,0,0,0,0,0
RUBCN,0,0,0,34,27,130,16,4,27,7,10,3
RUFY4,0,0,0,0,0,0,0,0,2,0,0,0
RUNX1,0,0,0,3,10,2,18,10,42,0,7,8
RUNX1T1,0,0,0,22,0,5,9,22,55,0,0,0
RUNX2,0,0,0,5,7,12,2,6,1,0,0,0
RUNX3,0,0,0,7,1,0,6,14,5,1,0,1
RUVBL1,0,0,0,0,3,0,8,12,3,0,2,0
RXFP3,0,0,0,0,0,0,0,0,1,0,0,0
RXRA,0,0,0,8,19,415,7,9,26,0,0,2
RXRG,0,0,0,4,1,0,2,5,2,5,0,4
RYK,0,0,0,2,6,5,17,10,0,0,0,2
RYR3,0,0,0,93,156,887,131,97,481,5,4,55
S100A8,0,0,0,0,0,0,0,0,3,0,0,0
S100A9,0,0,0,0,0,0,0,0,1,0,0,0
S100P,0,0,0,0,0,0,0,0,1,0,0,0
S100PBP,0,0,0,0,0,0,1,0,0,0,0,0
S1PR1,0,0,0,2,3,0,2,0,1,0,0,0
S1PR3,0,0,0,7,17,13,22,4,0,1,0,30
S1PR4,0,0,0,0,0,0,2,0,0,0,1,0
SAA2,0,0,0,5,0,100,0,0,1,0,0,0
SAA2-SAA4,0,0,0,89,0,1,0,1,0,0,1,6
SACM1L,0,0,0,0,0,0,0,1,2,0,0,0
SAE1,0,0,0,5,3,7,3,18,63,0,0,0
SAFB2,0,0,0,0,0,0,0,2,0,0,0,0
SAGE1,0,0,0,15,33,14,3,4,5,2,0,69
SALL1,0,0,0,49,27,63,10,70,54,2,0,1
SALL3,0,0,0,0,0,1,0,0,1,0,0,0
SALL4,0,0,0,16,11,161,22,34,85,0,0,0
SAMD10,0,0,0,0,0,0,1,0,0,0,0,0
SAMD14,0,0,0,0,0,0,0,0,1,0,0,0
SAMD15,0,0,0,0,0,2,0,0,4,0,0,0
SAMD4A,0,0,0,16,29,45,5,40,107,2,0,28
SAP130,0,0,0,0,0,0,1,0,0,0,0,0
SAR1B,0,0,0,3,2,0,1,0,9,1,0,0
SARAF,0,0,0,0,0,0,0,0,2,0,0,0
SARS,0,0,0,13,8,1,2,4,120,0,0,0
SARS2,0,0,0,10,33,1,12,5,5,0,1,23
SART1,0,0,0,37,48,168,1,41,32,6,1,11
SAT1,0,0,0,2,0,0,0,0,93,0,0,0
SATB2,0,0,0,5,0,0,41,16,37,0,1,0
SBK3,0,0,0,13,25,8,5,26,43,0,0,0
SBNO1,0,0,0,29,24,127,18,4,9,0,21,4
SBNO2,0,0,0,0,0,0,0,1,1,1,2,5
SC5D,0,0,0,3,3,52,10,2,6,0,0,0
SCAF11,0,0,0,0,0,1,0,0,3,0,0,3
SCAF4,0,0,0,0,0,0,0,0,1,0,4,0
SCARB1,0,0,0,11,2,5,14,0,22,10,1,124
SCARF2,0,0,0,5,11,61,6,12,34,0,0,7
SCG2,0,0,0,26,21,0,1,10,0,0,0,7
SCG3,0,0,0,2,27,0,0,4,29,0,1,5
SCGB1A1,0,0,0,1,0,2,1,1,357,0,1,1
SCGB1D2,0,0,0,0,14,7,4,7,4,0,0,0
SCGB3A2,0,0,0,2,0,1,1,0,0,0,3,4
SCGN,0,0,0,0,0,0,0,0,2,0,0,0
SCIN,0,0,0,0,0,0,0,1,0,0,0,2
SCML2,0,0,0,0,0,0,1,0,2,0,0,0
SCN1A,0,0,0,20,26,185,8,14,308,0,2,3
SCN1B,0,0,0,3,70,130,2,4,2,1,0,6
SCN2B,0,0,0,21,9,1,0,0,3,0,1,5
SCN3A,0,0,0,42,16,147,29,51,149,7,0,15
SCN3B,0,0,0,12,19,5,1,8,18,0,0,2
SCN4A,0,0,0,38,43,399,43,81,150,0,1,9
SCNN1G,0,0,0,12,30,132,1,7,193,0,1,2
SCO1,0,0,0,11,18,57,1,10,3,0,0,0
SCRIB,0,0,0,78,86,85,43,76,356,42,5,188
SCUBE1,0,0,0,0,1,0,0,0,2,1,1,0
SCYL1,0,0,0,0,0,0,0,1,0,1,0,0
SDAD1,0,0,0,0,0,0,0,0,1,0,0,0
SDC3,0,0,0,7,12,4,7,31,13,0,0,0
SDCBP,0,0,0,0,0,0,0,1,0,0,0,0
SDCCAG8,0,0,0,63,4,31,3,10,55,1,19,2
SDE2,0,0,0,0,0,0,0,0,0,0,0,0
SDF2,0,0,0,0,0,0,1,0,0,0,0,0
SDF2L1,0,0,0,0,0,0,0,2,0,0,0,2
SDHAF1,0,0,0,1,1,0,0,3,0,0,0,0
SDHAF2,0,0,0,20,16,3,0,0,4,2,0,5
SDHAF3,0,0,0,0,37,0,2,0,0,2,3,0
SDHB,0,0,0,17,2,2,0,6,6,0,0,1
SDHC,0,0,0,2,3,0,1,0,0,0,8,66
SDHD,0,0,0,0,0,0,2,1,0,6,1,0
SDK1,0,0,0,0,0,3,1,0,0,0,0,3
SDK2,0,0,0,1,1,2,0,1,1,0,0,5
SDS,0,0,0,0,0,0,0,1,3,0,0,0
SEC14L5,0,0,0,0,0,0,0,0,2,0,0,1
SEC16A,0,0,0,0,0,0,0,1,0,0,0,0
SEC23IP,0,0,0,0,0,0,0,2,0,0,0,0
SEC61A1,0,0,0,0,0,0,0,0,2,0,0,0
SECISBP2L,0,0,0,0,0,0,1,0,0,0,0,1
SEH1L,0,0,0,0,0,0,0,0,1,0,0,0
SEL1L,0,0,0,20,16,21,2,4,1,0,3,13
SEL1L2,0,0,0,0,0,0,1,0,0,1,1,1
SEL1L3,0,0,0,0,0,1,0,2,1,0,0,2
SELE,0,0,0,13,10,101,10,7,26,2,0,6
SELENOF,0,0,0,1,14,8,4,1,2,0,0,0
SELENOH,0,0,0,0,0,0,0,0,1,0,0,0
SELENOI,0,0,0,0,0,1,0,0,1,0,0,0
SELENOW,0,0,0,0,0,0,0,0,3,0,0,3
SELL,0,0,0,3,0,8,9,2,0,5,0,5
SELPLG,0,0,0,352,17,30,2,8,21,0,0,0
SEMA3A,0,0,0,8,4,41,6,8,19,0,0,7
SEMA3B,0,0,0,0,0,0,0,1,0,0,0,0
SEMA4B,0,0,0,1,0,0,0,0,0,0,0,0
SEMA4C,0,0,0,12,83,156,16,4,223,1,0,4
SEMA4F,0,0,0,0,0,1,0,0,1,0,0,0
SEMA5A,0,0,0,39,35,102,17,131,490,0,3,3
SEMA5B,0,0,0,0,0,3,0,0,1,0,0,0
SEMA6B,0,0,0,0,0,2,2,0,1,0,0,1
SEMA6C,0,0,0,0,0,1,1,0,2,0,0,0
SEMA7A,0,0,0,11,17,33,6,10,137,0,0,1
SENP2,0,0,0,0,0,0,1,0,0,0,1,0
SEPT14,0,0,0,11,15,16,0,1,84,0,0,0
SEPT4,0,0,0,0,0,0,2,3,0,0,0,0
SEPT5,0,0,0,13,0,0,5,55,0,0,1,0
SEPT7,0,0,0,0,4,0,2,0,0,0,3,6
SEPT9,0,0,0,6,121,12,11,9,247,31,8,10
SERPINA10,0,0,0,21,15,54,1,4,265,1,0,0
SERPINA12,0,0,0,0,0,1,0,0,1,0,0,0
SERPINA6,0,0,0,8,4,90,1,3,5,0,2,0
SERPINA7,0,0,0,2,5,28,6,2,0,0,0,7
SERPINB13,0,0,0,0,0,0,0,0,1,0,0,1
SERPINB3,0,0,0,10,7,320,10,8,6,3,2,13
SERPINB5,0,0,0,16,8,20,6,11,9,0,0,1
SERPINB6,0,0,0,38,15,6,1,3,62,0,0,0
SERPINC1,0,0,0,9,5,46,2,2,27,4,1,0
SERPIND1,0,0,0,25,8,121,4,15,16,0,0,0
SERPINE1,0,0,0,1,4,5,7,5,24,1,0,11
SERPINE3,0,0,0,0,0,0,0,0,2,0,0,0
SERPINF1,0,0,0,14,90,89,12,85,138,0,2,3
SERPING1,0,0,0,13,4,183,7,11,17,0,1,0
SERPINH1,0,0,0,15,3,67,13,5,171,0,0,0
SERPINI1,0,0,0,10,10,75,1,26,31,0,0,4
SERTAD1,0,0,0,8,5,324,5,0,3,0,0,0
SETBP1,0,0,0,41,16,48,33,42,89,1,2,0
SETD1A,0,0,0,1,1,0,0,0,1,0,0,0
SETD1B,0,0,0,0,0,5,0,1,0,0,1,1
SETD2,0,0,0,24,20,77,14,14,68,0,3,19
SETD6,0,0,0,0,0,1,0,0,2,0,0,0
SETDB2,0,0,0,1,3,12,10,0,44,0,0,0
SETDB2-PHF11,0,0,0,14,25,47,8,3,3,1,54,8
SEZ6L,0,0,0,23,99,12,29,8,78,0,0,0
SEZ6L2,0,0,0,37,66,210,10,30,85,1,0,1
SF1,0,0,0,0,0,1,1,0,0,2,0,0
SF3A1,0,0,0,1,0,2,0,1,0,0,1,0
SF3A2,0,0,0,0,0,0,0,0,1,0,0,1
SF3A3,0,0,0,0,0,0,0,1,0,0,0,0
SF3B1,0,0,0,3,0,0,7,17,49,7,1,45
SF3B2,0,0,0,0,0,0,1,0,0,0,0,0
SF3B4,0,0,0,3,9,0,1,12,22,0,2,1
SFI1,0,0,0,0,0,1,0,1,0,0,0,0
SFMBT2,0,0,0,0,0,0,0,0,2,0,0,1
SFPQ,0,0,0,11,9,3,92,5,20,0,0,1
SFRP1,0,0,0,2,0,26,0,7,1,0,0,0
SFSWAP,0,0,0,0,0,2,0,0,1,0,0,2
SFTPD,0,0,0,3,2,0,6,0,0,0,0,10
SFXN1,0,0,0,0,0,0,0,0,3,0,0,0
SFXN3,0,0,0,0,2,0,1,0,0,0,0,0
SGCA,0,0,0,10,12,29,10,43,35,0,0,34
SGCB,0,0,0,5,89,0,5,2,0,0,1,0
SGCD,0,0,0,5,4,3,0,0,7,1,18,0
SGCE,0,0,0,3,9,3,6,1,2,0,0,0
SGCG,0,0,0,8,8,1,1,20,0,1,2,9
SGIP1,0,0,0,1,0,1,0,0,0,0,0,0
SGK1,0,0,0,10,19,2,12,4,45,5,3,8
SGK2,0,0,0,0,0,0,0,0,3,0,0,0
SGO1,0,0,0,18,28,5,4,0,8,1,0,2
SGO2,0,0,0,1,1,1,0,0,2,0,0,0
SGPP1,0,0,0,0,0,0,0,0,3,0,0,0
SGSH,0,0,0,8,87,16,8,11,143,0,8,7
SGSM1,0,0,0,1,0,0,2,0,0,0,0,0
SGSM2,0,0,0,0,0,2,0,0,1,0,1,0
SH2B1,0,0,0,16,40,3,6,14,65,1,3,1
SH2B3,0,0,0,17,37,73,7,4,48,0,8,10
SH2D1A,0,0,0,0,0,0,0,4,7,0,0,0
SH2D4A,0,0,0,0,0,0,0,0,1,0,0,1
SH3BP4,0,0,0,0,0,0,0,0,2,0,0,0
SH3BP5L,0,0,0,0,0,0,0,0,0,0,0,0
SH3RF1,0,0,0,0,0,0,0,0,2,0,0,3
SH3RF2,0,0,0,0,0,1,0,0,0,2,0,0
SH3TC1,0,0,0,1,0,2,0,0,7,1,1,1
SHANK1,0,0,0,42,74,300,17,45,268,0,0,2
SHARPIN,0,0,0,9,13,96,2,5,86,3,0,25
SHC2,0,0,0,0,1,0,0,0,2,0,4,1
SHCBP1,0,0,0,0,0,0,0,0,1,0,0,0
SHH,0,0,0,2,25,0,0,3,0,3,0,7
SHISA9,0,0,0,0,0,0,0,0,1,0,0,0
SHOC2,0,0,0,1,1,3,2,0,0,0,0,5
SHOX2,0,0,0,33,17,1,3,27,38,0,0,0
SHROOM3,0,0,0,65,55,252,56,82,178,2,0,0
SHROOM4,0,0,0,27,27,122,6,7,31,4,20,29
SIAE,0,0,0,12,17,56,5,6,20,0,0,0
SIGLEC1,0,0,0,0,0,0,1,0,1,0,0,0
SIGLEC8,0,0,0,0,0,4,0,0,6,0,0,0
SIGLEC9,0,0,0,0,0,0,1,0,0,0,1,1
SIGMAR1,0,0,0,5,0,1,8,0,14,0,1,0
SIK1,0,0,0,0,0,3,0,0,1,0,0,0
SIK3,0,0,0,25,40,181,10,14,148,0,3,3
SIM2,0,0,0,15,19,31,8,52,13,0,5,0
SIMC1,0,0,0,0,0,3,0,0,3,0,0,0
SIN3B,0,0,0,0,0,2,0,0,3,0,0,0
SIPA1,0,0,0,6,13,145,10,14,85,1,2,0
SIPA1L1,0,0,0,44,20,132,27,25,653,0,2,50
SIPA1L3,0,0,0,1,0,0,0,4,7,0,0,3
SIRPD,0,0,0,0,0,0,0,0,2,0,2,0
SIRT1,0,0,0,10,13,115,8,7,12,0,0,0
SIRT2,0,0,0,0,0,0,0,0,1,0,0,4
SIRT6,0,0,0,1,0,0,0,0,1,0,0,0
SIX1,0,0,0,4,2,7,4,4,6,0,0,0
SIX2,0,0,0,3,6,235,0,4,1,2,3,0
SIX3,0,0,0,3,1,2,5,6,37,0,0,0
SIX5,0,0,0,34,10,13,47,17,72,0,0,0
SIX6,0,0,0,4,0,239,0,53,10,0,1,0
SKA3,0,0,0,0,0,0,0,1,1,0,0,0
SKI,0,0,0,5,23,2,9,15,420,1,6,7
SLC12A2,0,0,0,5,24,84,8,29,9,0,0,3
SLC12A5,0,0,0,15,7,1,12,12,72,0,1,2
SLC12A8,0,0,0,0,2,1,0,0,3,0,0,0
SLC13A2,0,0,0,9,3,59,15,13,107,2,1,0
SLC13A4,0,0,0,1,0,0,0,0,2,0,0,0
SLC13A5,0,0,0,4,42,2,12,5,196,0,2,0
SLC15A1,0,0,0,17,13,173,2,8,7,12,5,4
SLC15A2,0,0,0,1,0,0,0,0,0,0,0,1
SLC16A12,0,0,0,21,15,32,6,4,0,1,1,0
SLC16A2,0,0,0,3,6,0,13,4,63,1,0,2
SLC17A1,0,0,0,5,68,45,4,14,0,0,1,15
SLC17A4,0,0,0,0,0,0,0,0,1,0,0,0
SLC19A2,0,0,0,8,13,6,11,9,0,3,0,26
SLC19A3,0,0,0,3,6,33,11,2,11,0,3,17
SLC1A1,0,0,0,58,31,18,4,13,4,0,0,5
SLC1A2,0,0,0,11,87,31,5,11,33,4,9,2
SLC1A3,0,0,0,10,3,18,6,0,85,0,0,1
SLC1A4,0,0,0,0,0,1,0,0,1,0,0,0
SLC1A5,0,0,0,15,3,128,3,7,0,0,0,0
SLC20A1,0,0,0,0,0,0,0,0,2,0,0,0
SLC20A2,0,0,0,20,8,1,13,2,96,2,1,7
SLC22A10,0,0,0,0,0,1,0,0,2,0,0,0
SLC22A4,0,0,0,7,30,13,1,3,26,0,1,0
SLC22A5,0,0,0,21,20,151,8,12,27,1,1,0
SLC22A6,0,0,0,3,42,3,10,2,7,7,3,0
SLC22A7,0,0,0,0,0,0,0,1,0,0,0,0
SLC22A9,0,0,0,4,24,23,4,67,112,0,6,3
SLC23A1,0,0,0,11,12,4,14,51,3,3,1,29
SLC24A2,0,0,0,22,7,3,30,7,139,1,0,4
SLC24A3,0,0,0,0,0,0,0,0,1,0,0,0
SLC24A4,0,0,0,3,27,35,1,84,58,2,0,76
SLC24A5,0,0,0,9,6,5,3,6,0,0,0,0
SLC25A1,0,0,0,7,8,13,7,2,4,0,0,0
SLC25A10,0,0,0,0,0,0,0,0,1,0,0,1
