,HIGH.gnomad_001,HIGH.gnomad_001_01,HIGH.gnomad_01_1,MODERATE.gnomad_001,MODERATE.gnomad_001_01,MODERATE.gnomad_01_1,LOW.gnomad_001,LOW.gnomad_001_01,LOW.gnomad_01_1,MODIFIER.gnomad_001,MODIFIER.gnomad_001_01,MODIFIER.gnomad_01_1
DACH2,0,0,0,0,0,2,0,0,0,0,0,2
DACT1,0,0,0,0,1,0,0,0,0,0,0,0
DAPK2,0,0,0,0,0,1,0,0,0,0,0,0
DCDC2B,0,0,0,2,0,1,0,0,0,0,0,0
DCDC2C,0,0,0,0,0,2,0,0,0,0,0,0
DCP1A,0,0,0,0,0,2,0,0,0,0,0,2
DCTN2,0,0,0,0,0,1,0,0,0,1,0,0
DCTN4,0,0,0,0,0,2,0,0,0,0,0,0
DDAH2,0,0,0,1,16,0,0,0,0,0,5,6
DDX23,0,0,0,0,1,0,0,0,0,0,0,0
DDX24,0,0,0,0,0,2,0,0,0,0,0,0
DDX4,0,0,0,2,0,0,0,0,0,0,0,2
DDX54,0,0,0,0,1,0,0,0,0,0,0,0
DEFB108B,0,0,0,0,0,1,0,0,0,0,0,0
DEFB118,0,0,0,0,0,2,0,0,0,0,0,0
DEFB132,0,0,0,0,0,2,0,0,0,0,0,0
DEGS1,0,0,0,0,0,1,0,0,0,0,0,0
DENND1C,0,0,0,0,1,0,0,0,0,1,0,0
DENND4A,0,0,0,0,0,1,0,0,0,0,0,0
DENND4B,0,0,0,0,1,3,0,0,0,0,0,0
DEPDC1,0,0,0,2,0,0,0,0,0,0,0,1
DEPDC7,0,0,0,0,0,1,0,0,0,0,1,2
DEPTOR,0,0,0,0,0,0,0,0,0,0,0,0
DERL3,0,0,0,0,2,0,0,0,0,0,0,0
DGAT2,0,0,0,0,0,1,0,0,0,0,0,1
DHDH,0,0,0,0,0,2,0,0,0,0,0,0
DHRS12,0,0,0,0,0,3,0,0,0,0,2,0
DHRS2,0,0,0,0,0,5,0,0,0,0,0,0
DHRS3,0,0,0,0,1,1,0,0,0,0,0,0
DHRS4L2,0,0,0,0,0,1,0,0,0,0,0,3
DHRS9,0,0,0,0,0,3,0,0,0,0,0,0
DHX35,0,0,0,0,0,1,0,0,0,0,0,0
DHX57,0,0,0,0,0,2,0,0,0,0,0,0
DIEXF,0,0,0,0,0,1,0,0,0,0,0,0
DIO2,0,0,0,1,0,7,0,0,0,6,1,2
DIRAS1,0,0,0,0,0,1,0,0,0,0,0,0
DISP2,0,0,0,0,0,1,0,0,0,0,0,0
DIXDC1,0,0,0,0,0,1,0,0,0,0,0,0
DLX4,0,0,0,0,0,1,0,0,0,0,0,0
DMKN,0,0,0,0,0,1,0,0,0,0,0,4
DMWD,0,0,0,1,0,0,0,0,0,0,0,2
DNAH10,0,0,0,0,2,0,0,0,0,3,0,0
DNAH12,0,0,0,0,0,0,0,0,0,0,0,1
DNAJA3,0,0,0,0,0,0,0,0,0,2,0,0
DNAJC16,0,0,0,1,2,0,0,0,0,0,0,0
DNAJC17,0,0,0,0,0,1,0,0,0,0,1,0
DNAJC18,0,0,0,0,1,0,0,0,0,0,0,0
DNAJC28,0,0,0,0,2,0,0,0,0,0,0,0
DNAJC4,0,0,0,0,0,1,0,0,0,0,0,0
DNAJC5G,0,0,0,0,0,2,0,0,0,0,0,0
DNASE1L1,0,0,0,0,0,4,0,0,0,0,0,0
DNASE2B,0,0,0,0,0,1,0,0,0,0,0,0
DNTTIP2,0,0,0,2,0,0,0,0,0,0,0,0
DOCK11,0,0,0,0,2,0,0,0,0,0,0,0
DONSON,0,0,0,1,0,2,0,0,0,0,0,0
DPEP1,0,0,0,0,0,6,0,0,0,1,0,0
DPEP2,0,0,0,0,0,2,0,0,0,0,0,0
DPP9,0,0,0,0,2,0,0,0,0,1,5,0
DPT,0,0,0,0,0,1,0,0,0,1,0,0
DPYSL4,0,0,0,0,2,0,0,0,0,0,0,2
DRC7,0,0,0,0,0,6,0,0,0,0,0,0
DSC1,0,0,0,0,0,2,0,0,0,0,0,0
DSCAML1,0,0,0,0,0,1,0,0,0,0,0,0
DSCC1,0,0,0,0,2,0,0,0,0,0,0,0
DTX3L,0,0,0,0,2,0,0,0,0,0,0,0
DUSP26,0,0,0,2,0,0,0,0,0,0,0,0
DUSP4,0,0,0,0,1,0,0,0,0,0,0,0
DYNC1LI2,0,0,0,0,1,0,0,0,0,0,0,0
DYNLRB2,0,0,0,0,0,3,0,0,0,0,0,2
DYTN,0,0,0,0,0,2,0,0,0,0,0,0
E2F3,0,0,0,0,0,1,0,0,0,0,0,0
EAF1,0,0,0,0,1,1,0,0,0,0,0,1
EAPP,0,0,0,0,0,0,0,0,0,0,0,0
EBLN1,0,0,0,0,1,0,0,0,0,0,0,0
ECD,0,0,0,0,0,1,0,0,0,0,0,0
ECT2L,0,0,0,0,0,4,0,0,0,0,0,0
EDC3,0,0,0,0,0,1,0,0,0,0,0,0
EDC4,0,0,0,0,0,1,0,0,0,0,0,0
EDDM3A,0,0,0,0,0,2,0,0,0,0,0,0
EEA1,0,0,0,0,0,3,0,0,0,0,0,0
EED,0,0,0,0,0,1,0,0,0,0,0,0
EEF1AKMT1,0,0,0,1,0,0,0,0,0,0,0,0
EEF1D,0,0,0,1,0,0,0,0,0,0,0,0
EFCAB2,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB3,0,0,0,1,0,0,0,0,0,0,0,0
EFCAB7,0,0,0,2,0,0,0,0,0,0,0,6
EFNB2,0,0,0,1,0,0,0,0,0,0,0,0
EGFLAM,0,0,0,0,0,0,0,0,0,1,0,0
EID3,0,0,0,0,0,1,0,0,0,0,0,0
EIF3A,0,0,0,0,1,1,0,0,0,0,0,3
EIF3B,0,0,0,0,0,3,0,0,0,0,0,0
EIF3M,0,0,0,0,2,0,0,0,0,0,0,0
EIF4G3,0,0,0,0,0,1,0,0,0,0,0,4
EIF5AL1,0,0,0,0,0,2,0,0,0,0,0,0
ELF2,0,0,0,0,0,1,0,0,0,0,0,0
ELF3,0,0,0,0,1,0,0,0,0,0,0,0
ELFN2,0,0,0,1,0,0,0,0,0,0,0,0
ELL,0,0,0,0,1,0,0,0,0,0,0,0
ELL3,0,0,0,0,0,1,0,0,0,0,0,0
ELMO3,0,0,0,1,0,0,0,0,0,1,1,1
EMC10,0,0,0,0,1,0,0,0,0,0,0,0
EMC7,0,0,0,0,0,3,0,0,0,0,0,2
EMID1,0,0,0,0,1,0,0,0,0,0,0,0
EMILIN1,0,0,0,0,0,1,0,0,0,0,0,0
EMILIN2,0,0,0,0,2,0,0,0,0,0,0,0
EMILIN3,0,0,0,1,0,0,0,0,0,0,0,0
EMSY,0,0,0,0,1,0,0,0,0,0,1,0
ENGASE,0,0,0,0,1,1,0,0,0,0,2,2
ENKD1,0,0,0,0,0,2,0,0,0,0,0,2
ENKUR,0,0,0,0,0,1,0,0,0,0,0,0
ENPEP,0,0,0,0,0,2,0,0,0,0,0,0
ENPP2,0,0,0,0,0,4,0,0,0,0,0,0
ENPP7,0,0,0,0,1,2,0,0,0,0,0,0
ENTPD7,0,0,0,0,0,3,0,0,0,0,0,0
ENTPD8,0,0,0,2,0,0,0,0,0,0,0,1
EPB41L3,0,0,0,1,0,0,0,0,0,0,0,0
EPHX3,0,0,0,0,0,1,0,0,0,0,0,0
ERCC5,0,0,0,0,0,22,0,0,0,0,0,0
ERICH1,0,0,0,0,0,0,0,0,0,0,0,0
ERVMER34-1,0,0,0,0,0,1,0,0,0,0,0,0
ERVV-1,0,0,0,0,0,2,0,0,0,0,0,0
ERVV-2,0,0,0,0,1,0,0,0,0,0,0,0
ERVW-1,0,0,0,0,1,0,0,0,0,0,0,0
ESF1,0,0,0,0,1,1,0,0,0,0,0,1
ESM1,0,0,0,0,1,0,0,0,0,0,0,0
ESRP1,0,0,0,0,0,2,0,0,0,0,0,0
ESRP2,0,0,0,0,1,0,0,0,0,0,0,1
ESRRA,0,0,0,0,0,1,0,0,0,0,0,0
ESX1,0,0,0,0,0,4,0,0,0,0,0,0
ESYT2,0,0,0,0,0,0,0,0,0,0,0,2
ETAA1,0,0,0,0,0,1,0,0,0,0,0,0
ETV3,0,0,0,0,0,0,0,0,0,0,0,0
EVA1A,0,0,0,0,0,1,0,0,0,0,0,0
EVX1,0,0,0,0,0,1,0,0,0,0,0,0
EXD1,0,0,0,0,0,2,0,0,0,0,0,2
EXD2,0,0,0,0,0,2,0,0,0,0,0,0
EXOC1,0,0,0,0,0,2,0,0,0,0,0,0
EXOSC10,0,0,0,1,0,0,0,0,0,0,2,0
FABP12,0,0,0,0,1,0,0,0,0,0,0,0
FABP9,0,0,0,0,0,1,0,0,0,0,0,0
FAF1,0,0,0,0,0,2,0,0,0,0,0,0
FAHD2B,0,0,0,0,0,4,0,0,0,0,0,0
FAM102B,0,0,0,0,0,1,0,0,0,0,0,0
FAM104A,0,0,0,0,0,2,0,0,0,0,0,0
FAM105A,0,0,0,0,0,1,0,0,0,0,0,3
FAM107A,0,0,0,0,0,2,0,0,0,0,0,0
FAM109A,0,0,0,0,2,0,0,0,0,0,0,0
FAM109B,0,0,0,1,0,0,0,0,0,0,0,0
FAM110A,0,0,0,0,0,3,0,0,0,0,0,0
FAM110C,0,0,0,0,0,1,0,0,0,0,0,0
FAM126B,0,0,0,1,0,0,0,0,0,0,0,0
FAM134C,0,0,0,0,1,0,0,0,0,0,0,0
FAM149A,0,0,0,0,1,1,0,0,0,0,0,0
FAM160A2,0,0,0,0,0,1,0,0,0,0,0,0
FAM162A,0,0,0,0,0,0,0,0,0,0,0,0
FAM166B,0,0,0,0,0,1,0,0,0,1,0,0
FAM171A1,0,0,0,0,2,0,0,0,0,0,0,0
FAM171A2,0,0,0,0,0,0,0,0,0,0,0,2
FAM178B,0,0,0,0,0,1,0,0,0,0,0,2
FAM181A,0,0,0,0,2,0,0,0,0,0,0,0
FAM181B,0,0,0,0,0,3,0,0,0,0,0,0
FAM184A,0,0,0,0,0,1,0,0,0,0,0,0
FAM187A,0,0,0,2,0,0,0,0,0,0,0,0
FAM196A,0,0,0,0,2,1,0,0,0,0,0,0
FAM200B,0,0,0,0,0,1,0,0,0,0,0,0
FAM207A,0,0,0,0,0,2,0,0,0,0,0,0
FAM213B,0,0,0,0,2,0,0,0,0,0,1,1
FAM216A,0,0,0,0,0,1,0,0,0,0,0,0
FAM217A,0,0,0,0,0,2,0,0,0,0,3,1
FAM217B,0,0,0,1,0,0,0,0,0,0,0,0
FAM219B,0,0,0,0,0,1,0,0,0,0,0,0
FAM228B,0,0,0,0,0,1,0,0,0,0,0,1
FAM26E,0,0,0,1,0,0,0,0,0,0,0,0
FAM46B,0,0,0,0,1,0,0,0,0,0,1,0
FAM47A,0,0,0,4,0,2,0,0,0,0,0,0
FAM58A,0,0,0,0,0,71,0,0,0,0,0,0
FAM63A,0,0,0,0,0,2,0,0,0,0,0,0
FAM69B,0,0,0,0,0,1,0,0,0,0,0,0
FAM71E2,0,0,0,0,0,2,0,0,0,0,0,0
FAM78B,0,0,0,0,0,2,0,0,0,0,0,3
FAM83A,0,0,0,0,0,3,0,0,0,0,1,0
FAM83B,0,0,0,0,0,1,0,0,0,0,0,1
FAM83E,0,0,0,0,0,1,0,0,0,0,0,0
FAM98A,0,0,0,0,0,2,0,0,0,0,0,0
FARP1,0,0,0,0,0,9,0,0,0,0,0,2
FARSB,0,0,0,0,0,2,0,0,0,0,0,1
FASTKD5,0,0,0,0,1,0,0,0,0,0,0,0
FAXC,0,0,0,0,0,0,0,0,0,0,0,0
FBXL13,0,0,0,0,4,0,0,0,0,0,0,0
FBXL22,0,0,0,0,0,2,0,0,0,0,0,0
FBXL8,0,0,0,0,1,0,0,0,0,0,0,0
FBXO16,0,0,0,0,0,2,0,0,0,0,0,0
FBXO17,0,0,0,0,2,0,0,0,0,0,0,1
FBXO30,0,0,0,0,0,3,0,0,0,0,0,0
FBXO36,0,0,0,1,0,0,0,0,0,0,0,0
FBXO39,0,0,0,0,2,0,0,0,0,0,0,0
FBXO42,0,0,0,2,0,0,0,0,0,0,0,0
FBXO5,0,0,0,0,0,2,0,0,0,0,0,0
FBXW12,0,0,0,0,0,2,0,0,0,0,0,0
FCAMR,0,0,0,2,0,0,0,0,0,1,0,0
FCER1G,0,0,0,0,0,8,0,0,0,0,0,0
FCRL2,0,0,0,2,0,0,0,0,0,0,0,0
FCRL4,0,0,0,2,1,0,0,0,0,0,1,0
FDPS,0,0,0,0,1,0,0,0,0,0,0,0
FDXR,0,0,0,0,0,2,0,0,0,0,0,0
FES,0,0,0,0,0,1,0,0,0,1,0,0
FGD2,0,0,0,0,0,2,0,0,0,0,0,0
FGF16,0,0,0,2,2,0,0,0,0,0,0,0
FGFBP2,0,0,0,0,0,0,0,0,0,0,0,0
FHDC1,0,0,0,0,0,3,0,0,0,0,0,0
FITM1,0,0,0,2,0,3,0,0,0,0,0,0
FKBP1C,0,0,0,0,0,1,0,0,0,0,0,0
FKBP7,0,0,0,0,3,0,0,0,0,0,0,0
FMNL3,0,0,0,1,0,0,0,0,0,0,2,1
FNDC1,0,0,0,0,0,2,0,0,0,0,0,1
FNIP1,0,0,0,0,1,0,0,0,0,0,0,0
FOCAD,0,0,0,0,0,2,0,0,0,0,0,1
FOXD2,0,0,0,0,3,0,0,0,0,0,0,0
FOXD4L5,0,0,0,1,0,0,0,0,0,0,0,0
FOXRED2,0,0,0,0,1,0,0,0,0,0,0,0
FPGT,0,0,0,0,0,2,0,0,0,0,0,0
FPR3,0,0,0,2,0,0,0,0,0,0,0,0
FRMD4B,0,0,0,0,0,3,0,0,0,0,2,3
FRYL,0,0,0,0,0,1,0,0,0,0,0,0
FSBP,0,0,0,1,1,0,0,0,0,0,0,0
FSCN1,0,0,0,2,0,0,0,0,0,0,0,0
FSD1,0,0,0,0,0,2,0,0,0,0,0,0
FSIP2,0,0,0,1,4,5,0,0,0,0,0,0
FTSJ3,0,0,0,1,0,0,0,0,0,0,0,0
FUCA2,0,0,0,0,0,2,0,0,0,0,0,0
FXYD6,0,0,0,0,0,29,0,0,0,0,0,0
FXYD7,0,0,0,0,2,0,0,0,0,0,0,0
FZD7,0,0,0,0,0,2,0,0,0,0,0,0
GABRB2,0,0,0,0,1,0,0,0,0,0,0,0
GABRE,0,0,0,0,0,1,0,0,0,0,0,0
GADD45GIP1,0,0,0,0,1,0,0,0,0,0,0,0
GALNT16,0,0,0,0,2,0,0,0,0,1,0,0
GAPDHS,0,0,0,0,0,2,0,0,0,0,0,0
GART,0,0,0,0,2,0,0,0,0,0,0,0
GBP2,0,0,0,0,0,2,0,0,0,0,0,0
GBP5,0,0,0,0,0,1,0,0,0,0,0,4
GBP6,0,0,0,0,0,1,0,0,0,0,0,0
GBP7,0,0,0,0,0,1,0,0,0,0,0,0
GBX2,0,0,0,2,0,0,0,0,0,0,0,0
GCAT,0,0,0,0,0,1,0,0,0,0,0,0
GCN1,0,0,0,1,0,1,0,0,0,0,0,3
GCNT4,0,0,0,0,0,1,0,0,0,0,0,0
GCSH,0,0,0,2,0,0,0,0,0,4,6,75
GDF10,0,0,0,0,1,0,0,0,0,0,0,0
GDF7,0,0,0,0,0,2,0,0,0,0,0,0
GDPD4,0,0,0,0,3,4,0,0,0,0,0,0
GGA3,0,0,0,0,0,1,0,0,0,0,1,2
GGN,0,0,0,1,0,2,0,0,0,0,0,0
GIGYF1,0,0,0,0,1,0,0,0,0,1,0,1
GIMAP1-GIMAP5,0,0,0,0,0,2,0,0,0,0,0,0
GIMAP2,0,0,0,0,0,1,0,0,0,0,0,0
GIMAP6,0,0,0,0,0,2,0,0,0,0,0,0
GINM1,0,0,0,0,1,0,0,0,0,0,0,0
GINS2,0,0,0,1,0,0,0,0,0,0,0,0
GJA10,0,0,0,0,1,0,0,0,0,0,0,0
GJB5,0,0,0,0,2,0,0,0,0,0,0,0
GJD4,0,0,0,0,0,1,0,0,0,0,0,0
GK3P,0,0,0,0,2,0,0,0,0,0,0,0
GLDN,0,0,0,0,0,2,0,0,0,0,0,0
GLG1,0,0,0,0,0,1,0,0,0,0,1,0
GLOD4,0,0,0,0,0,1,0,0,0,0,0,0
GLS2,0,0,0,2,0,0,0,0,0,1,0,0
GMCL1P1,0,0,0,2,0,0,0,0,0,0,0,0
GNAI1,0,0,0,0,0,1,0,0,0,0,0,1
GNAT3,0,0,0,0,0,5,0,0,0,0,0,2
GNG4,0,0,0,0,0,1,0,0,0,0,0,0
GNG7,0,0,0,2,0,0,0,0,0,0,0,0
GOLGA6L1,0,0,0,0,0,1,0,0,0,0,0,0
GOLGA6L4,0,0,0,0,2,0,0,0,0,0,0,0
GOLGA8J,0,0,0,0,0,1,0,0,0,0,2,0
GOLGA8T,0,0,0,0,0,1,0,0,0,0,0,3
GOLGB1,0,0,0,0,0,6,0,0,0,0,0,0
GOLM1,0,0,0,0,0,2,0,0,0,0,0,0
GP5,0,0,0,0,2,0,0,0,0,0,0,0
GPA33,0,0,0,2,0,0,0,0,0,0,0,2
GPAA1,0,0,0,0,0,1,0,0,0,0,0,0
GPAT2,0,0,0,0,0,0,0,0,0,0,0,0
GPBP1,0,0,0,0,0,2,0,0,0,0,0,0
GPC1,0,0,0,1,0,0,0,0,0,0,0,2
GPLD1,0,0,0,0,2,1,0,0,0,0,0,0
GPR119,0,0,0,0,0,1,0,0,0,0,0,0
GPR141,0,0,0,1,0,0,0,0,0,0,0,0
GPR146,0,0,0,0,0,1,0,0,0,0,0,0
GPR149,0,0,0,1,0,0,0,0,0,0,0,1
GPR150,0,0,0,0,0,1,0,0,0,0,0,0
GPR153,0,0,0,0,2,0,0,0,0,0,0,0
GPR156,0,0,0,0,0,1,0,0,0,0,0,0
GPR158,0,0,0,0,2,0,0,0,0,2,0,2
GPR17,0,0,0,0,0,3,0,0,0,0,0,0
GPR19,0,0,0,0,1,0,0,0,0,0,0,0
GPR20,0,0,0,0,0,1,0,0,0,0,0,0
GPR21,0,0,0,1,0,0,0,0,0,0,0,1
GPR22,0,0,0,0,0,1,0,0,0,0,0,0
GPR25,0,0,0,0,0,2,0,0,0,0,0,0
GPR37L1,0,0,0,0,0,5,0,0,0,0,0,0
GPR6,0,0,0,0,0,3,0,0,0,0,0,2
GPR87,0,0,0,0,0,1,0,0,0,0,0,0
GPRASP1,0,0,0,0,0,2,0,0,0,0,0,0
GPRC5B,0,0,0,0,0,1,0,0,0,0,0,0
GPRIN1,0,0,0,0,0,2,0,0,0,0,0,0
GPX6,0,0,0,0,0,1,0,0,0,0,0,1
GRAMD1A,0,0,0,0,1,1,0,0,0,0,0,0
GRAMD1C,0,0,0,1,0,0,0,0,0,0,0,0
GRAMD2,0,0,0,0,0,2,0,0,0,0,0,2
GRB7,0,0,0,1,0,0,0,0,0,0,0,0
GREB1L,0,0,0,0,0,0,0,0,0,2,0,0
GRIK5,0,0,0,0,0,0,0,0,0,0,0,1
GRK7,0,0,0,1,0,0,0,0,0,0,0,0
GRM2,0,0,0,0,0,1,0,0,0,1,0,1
GRSF1,0,0,0,0,0,1,0,0,0,0,0,0
GSTA5,0,0,0,0,0,1,0,0,0,0,0,0
GSTO1,0,0,0,2,1,30,0,0,0,0,0,0
GTPBP8,0,0,0,0,0,1,0,0,0,0,0,0
GZF1,0,0,0,0,0,1,0,0,0,0,0,0
HACD4,0,0,0,0,0,1,0,0,0,0,0,0
HAPLN3,0,0,0,0,1,0,0,0,0,0,0,0
HAUS1,0,0,0,0,0,1,0,0,0,0,0,0
HAUS3,0,0,0,1,0,0,0,0,0,0,0,0
HAUS7,0,0,0,0,0,2,0,0,0,0,0,0
HAVCR2,0,0,0,0,0,3,0,0,0,0,0,0
HBG1,0,0,0,2,0,0,0,0,0,0,1,1
HCAR2,0,0,0,0,0,8,0,0,0,0,0,0
HCRT,0,0,0,4,12,0,0,0,0,0,0,0
HDAC7,0,0,0,0,0,2,0,0,0,0,0,0
HDDC2,0,0,0,2,0,0,0,0,0,0,0,0
HDGFL1,0,0,0,0,0,2,0,0,0,0,0,3
HDHD3,0,0,0,0,2,0,0,0,0,0,3,0
HEATR9,0,0,0,1,0,0,0,0,0,0,0,0
HECTD1,0,0,0,2,2,0,0,0,0,0,0,0
HECTD2,0,0,0,0,0,3,0,0,0,0,0,3
HECW1,0,0,0,1,0,3,0,0,0,0,0,3
HECW2,0,0,0,0,0,2,0,0,0,0,0,0
HELB,0,0,0,0,1,2,0,0,0,0,0,0
HELZ,0,0,0,0,0,1,0,0,0,0,0,0
HERC3,0,0,0,0,0,2,0,0,0,0,0,0
HES4,0,0,0,0,1,0,0,0,0,0,0,0
HHIPL1,0,0,0,0,0,1,0,0,0,0,0,0
HHIPL2,0,0,0,0,0,2,0,0,0,0,0,0
HINFP,0,0,0,0,0,5,0,0,0,0,0,0
HIPK1,0,0,0,0,4,0,0,0,0,2,0,0
HIPK2,0,0,0,0,2,0,0,0,0,0,0,0
HIPK4,0,0,0,1,0,0,0,0,0,0,0,0
HIST1H2AI,0,0,0,0,2,0,0,0,0,0,0,0
HIST1H4I,0,0,0,1,0,0,0,0,0,0,0,0
HIST2H2BF,0,0,0,0,0,1,0,0,0,0,0,3
HIVEP1,0,0,0,0,0,1,0,0,0,0,0,0
HK3,0,0,0,0,0,0,0,0,0,0,0,1
HLA-A,0,0,0,10,3,302,0,0,0,0,14,0
HMGB2,0,0,0,0,1,0,0,0,0,0,0,0
HMGXB4,0,0,0,0,0,1,0,0,0,0,0,0
HMX3,0,0,0,0,2,0,0,0,0,0,0,0
HN1,0,0,0,0,0,1,0,0,0,0,0,0
HN1L,0,0,0,0,0,1,0,0,0,0,0,0
HNRNPCL1,0,0,0,0,1,0,0,0,0,0,0,0
HNRNPUL1,0,0,0,0,0,0,0,0,0,0,0,1
HOOK2,0,0,0,1,0,0,0,0,0,0,0,0
HOXC8,0,0,0,0,2,0,0,0,0,0,0,0
HPDL,0,0,0,1,1,0,0,0,0,0,0,0
HPSE,0,0,0,0,0,2,0,0,0,0,0,6
HRCT1,0,0,0,0,0,1,0,0,0,0,0,0
HRH1,0,0,0,0,0,2,0,0,0,0,0,0
HS3ST5,0,0,0,0,0,1,0,0,0,0,0,0
HSD17B14,0,0,0,0,0,4,0,0,0,0,0,0
HSDL1,0,0,0,0,2,0,0,0,0,0,0,0
HSPA14,0,0,0,0,0,1,0,0,0,0,0,0
HSPA4L,0,0,0,0,0,0,0,0,0,0,0,0
HSPB3,0,0,0,4,1,100,0,0,0,0,0,0
HTN1,0,0,0,0,0,2,0,0,0,0,0,0
HTR1D,0,0,0,0,0,2,0,0,0,0,0,0
HTR1F,0,0,0,2,0,0,0,0,0,0,0,0
HUNK,0,0,0,0,0,1,0,0,0,0,0,0
HYAL3,0,0,0,0,0,3,0,0,0,0,0,0
ICAM3,0,0,0,0,0,1,0,0,0,0,0,0
ICE2,0,0,0,1,0,0,0,0,0,0,0,1
IFI16,0,0,0,0,0,3,0,0,0,0,0,0
IFIT1B,0,0,0,0,0,1,0,0,0,0,0,0
IFIT5,0,0,0,0,0,2,0,0,0,0,0,0
IFNA13,0,0,0,1,0,0,0,0,0,0,0,0
IFNA14,0,0,0,0,0,2,0,0,0,0,0,0
IFNA2,0,0,0,1,0,1,0,0,0,2,0,0
IFNA4,0,0,0,0,0,1,0,0,0,0,0,0
IFNW1,0,0,0,0,0,1,0,0,0,0,0,0
IFRD2,0,0,0,2,0,0,0,0,0,0,0,0
IFT74,0,0,0,0,0,1,0,0,0,0,0,0
IFT81,0,0,0,0,0,2,0,0,0,0,0,0
IGDCC4,0,0,0,2,0,0,0,0,0,0,0,0
IGFBPL1,0,0,0,0,0,2,0,0,0,0,0,0
IGSF23,0,0,0,0,0,1,0,0,0,0,0,1
IGSF6,0,0,0,0,0,1,0,0,0,0,0,0
IL15,0,0,0,1,0,3,0,0,0,0,0,7
IL17A,0,0,0,0,3,15,0,0,0,2,0,0
IL1RAP,0,0,0,0,0,1,0,0,0,0,1,0
IL2,0,0,0,2,0,0,0,0,0,0,2,0
IL21,0,0,0,2,0,0,0,0,0,1,0,4
IL36B,0,0,0,1,0,0,0,0,0,0,0,0
IL4I1,0,0,0,0,0,2,0,0,0,0,0,0
ILDR2,0,0,0,0,2,0,0,0,0,0,0,0
ILVBL,0,0,0,0,0,1,0,0,0,0,0,0
ING3,0,0,0,0,1,0,0,0,0,0,0,0
INO80C,0,0,0,0,0,1,0,0,0,0,0,0
INPP5F,0,0,0,0,0,1,0,0,0,0,0,0
INPP5J,0,0,0,0,0,1,0,0,0,0,1,4
INTS12,0,0,0,0,0,1,0,0,0,0,0,0
INTS5,0,0,0,0,0,1,0,0,0,0,0,0
INTS6L,0,0,0,0,0,1,0,0,0,0,0,0
IP6K1,0,0,0,0,1,0,0,0,0,0,0,0
IPO5,0,0,0,0,2,0,0,0,0,0,0,0
IQCA1,0,0,0,0,0,2,0,0,0,0,0,0
IRAK1BP1,0,0,0,0,2,2,0,0,0,0,0,0
IRF2BP2,0,0,0,0,1,0,0,0,0,0,0,0
IRX2,0,0,0,0,1,0,0,0,0,0,0,0
ISM2,0,0,0,0,0,1,0,0,0,0,0,0
ITGAD,0,0,0,0,0,0,0,0,0,0,0,3
ITGB5,0,0,0,0,0,1,0,0,0,0,0,0
ITGB8,0,0,0,1,0,0,0,0,0,0,0,0
ITIH5,0,0,0,0,0,1,0,0,0,0,2,4
ITPRIPL1,0,0,0,2,0,2,0,0,0,0,0,0
IVL,0,0,0,0,1,1,0,0,0,0,0,0
IZUMO1,0,0,0,0,0,2,0,0,0,0,0,0
IZUMO3,0,0,0,0,0,2,0,0,0,0,0,0
JAML,0,0,0,0,0,1,0,0,0,0,0,4
JDP2,0,0,0,0,2,0,0,0,0,0,0,0
JPH1,0,0,0,0,0,1,0,0,0,0,0,1
JPH4,0,0,0,1,0,0,0,0,0,0,0,0
JTB,0,0,0,0,1,0,0,0,0,0,0,0
JUN,0,0,0,0,2,0,0,0,0,0,0,0
KANSL3,0,0,0,0,0,1,0,0,0,0,1,2
KAT14,0,0,0,0,0,1,0,0,0,0,0,0
KATNAL1,0,0,0,2,0,0,0,0,0,0,0,0
KAZALD1,0,0,0,0,0,3,0,0,0,1,0,0
KCNH6,0,0,0,0,1,0,0,0,0,1,0,0
KCNH7,0,0,0,2,0,1,0,0,0,0,0,1
KCNK10,0,0,0,0,1,1,0,0,0,0,0,0
KCNK13,0,0,0,0,0,2,0,0,0,0,0,0
KCNK4,0,0,0,0,0,1,0,0,0,0,0,3
KCNK5,0,0,0,0,0,1,0,0,0,0,0,0
KCNRG,0,0,0,0,0,1,0,0,0,0,0,0
KCNU1,0,0,0,0,0,1,0,0,0,0,1,0
KCTD11,0,0,0,0,0,1,0,0,0,0,0,0
KCTD14,0,0,0,0,1,0,0,0,0,0,0,0
KCTD16,0,0,0,0,0,1,0,0,0,0,0,0
KCTD19,0,0,0,0,0,1,0,0,0,0,0,3
KCTD20,0,0,0,0,1,0,0,0,0,0,0,0
KDELC2,0,0,0,0,1,1,0,0,0,0,0,0
KDELR2,0,0,0,1,0,0,0,0,0,0,1,0
KDF1,0,0,0,0,0,0,0,0,0,0,0,0
KDM4E,0,0,0,0,0,0,0,0,0,0,0,0
KDM7A,0,0,0,0,0,2,0,0,0,1,0,0
KHDRBS2,0,0,0,0,0,1,0,0,0,0,0,0
KIAA0556,0,0,0,1,0,1,0,0,0,0,0,1
KIAA0825,0,0,0,0,0,1,0,0,0,0,0,0
KIAA0922,0,0,0,0,0,3,0,0,0,0,3,3
KIAA1024,0,0,0,0,2,0,0,0,0,0,0,0
KIAA1147,0,0,0,0,2,0,0,0,0,0,0,0
KIAA1257,0,0,0,0,1,0,0,0,0,0,0,3
KIAA1324L,0,0,0,0,0,1,0,0,0,0,1,0
